partner;marriage;break;divorce;eductaion;work;sep_from_par;child;education_type;locality;religion;how_often;generation;gender
;256;;;227;257;214;267;professional;city;yes;sev_a_year;9g;m
384;404;;;323;417;372;399;professional;city;yes;sev_a_year;8g;m
;274;;;394;261;274;284;general;city;yes;never;2g;m
281;329;710;;276;197;185;299;general;city;yes;never;1g;m
292;219;442;267;190;190;219;229;general;city;yes;sev_a_year;4g;f
;303;;;151;131;303;325;general;city;yes;min_once_a_month;1g;f
;270;;;221;222;234;318;professional;city;yes;sev_a_year;9g;m
236;239;;;204;220;220;246;general;city;yes;sev_a_year;7g;f
209;288;;;270;272;238;248;general;city;yes;sev_a_year;10g;f
386;229;;377;371;230;435;278;professional;city;yes;sev_a_year;9g;f
;331;;;220;215;335;345;general;city;yes;never;7g;m
;286;;;313;204;253;285;general;city;yes;sev_a_year;7g;m
;286;;;324;219;221;296;professional;city;yes;never;4g;m
250;252;;;231;208;253;258;general;city;yes;never;7g;f
;;;;224;215;528;251;general;city;yes;sev_a_year;5g;f
;336;;593;231;227;251;344;general;city;yes;sev_a_year;1g;f
;257;;;252;254;223;267;professional;city;yes;sev_a_year;4g;f
426;454;821;;345;136;426;446;professional;city;yes;never;1g;m
;274;;;214;245;396;282;professional;city;yes;min_once_a_month;6g;m
;245;;;236;251;215;261;professional;city;yes;never;8g;f
;331;;568;336;206;347;339;higher;city;yes;sev_a_year;6g;f
;249;;;317;186;250;259;professional;city;yes;sev_a_year;3g;f
;246;;298;246;248;213;258;higher;city;yes;sev_a_year;10g;f
;232;;;189;178;232;243;general;city;yes;sev_a_year;2g;f
;289;;;207;210;231;319;professional;city;yes;sev_a_year;4g;m
252;261;326;;227;228;373;260;professional;city;yes;sev_a_year;4g;f
440;301;569;377;277;279;220;449;higher;city;yes;sev_a_year;2g;m
;263;;;227;217;217;275;general;city;yes;min_once_a_month;6g;f
;246;;;402;244;205;252;higher;city;yes;sev_a_year;9g;m
;;;;254;259;206;;general;city;yes;sev_a_year;8g;m
;226;;;220;267;293;;professional;city;yes;sev_a_year;11g;f
;259;;;229;220;260;271;general;city;yes;sev_a_year;4g;f
;266;;;264;268;266;276;professional;city;yes;sev_a_year;8g;f
282;205;;282;360;206;205;213;professional;city;yes;sev_a_year;9g;f
;274;;286;127;269;412;281;general;city;yes;min_once_a_month;1g;f
;289;;;433;207;217;304;higher;city;yes;sev_a_year;7g;f
;234;;;255;211;234;250;professional;city;yes;never;5g;f
;260;;;246;207;309;272;general;city;yes;never;8g;m
248;249;;;308;238;263;282;higher;city;yes;sev_a_year;8g;f
;252;;;282;213;310;279;professional;city;yes;sev_a_year;5g;m
;255;;;240;275;288;296;professional;city;yes;sev_a_year;10g;m
;290;;;277;267;196;304;professional;city;yes;sev_a_year;4g;m
;;;;262;285;370;301;higher;city;yes;sev_a_year;7g;m
;235;;;242;209;293;245;professional;city;yes;sev_a_year;5g;f
;275;;;239;239;275;289;professional;city;yes;sev_a_year;5g;f
218;219;;;262;262;191;228;general;city;yes;sev_a_year;7g;f
692;239;;696;236;224;540;254;general;city;yes;sev_a_year;1g;m
;223;;;231;195;223;235;general;city;yes;sev_a_year;5g;f
;210;;;365;207;210;222;higher;city;yes;sev_a_year;10g;f
;263;;414;225;203;263;271;professional;city;yes;sev_a_year;6g;f
255;463;312;;243;231;422;264;professional;city;yes;sev_a_year;5g;f
;251;;;267;228;251;276;general;city;yes;sev_a_year;4g;f
;223;;;227;197;223;230;general;city;yes;never;6g;f
;233;;;339;222;289;252;professional;city;yes;sev_a_year;7g;f
376;418;;;256;258;258;417;professional;city;yes;sev_a_year;1g;f
600;299;936;373;302;212;299;280;general;village;yes;never;1g;f
;310;;;413;210;268;;higher;village;yes;sev_a_year;3g;f
;230;;;337;313;230;247;higher;village;yes;sev_a_year;10g;f
473;226;;;201;193;226;;general;village;yes;never;4g;f
;240;;;238;239;229;251;professional;village;yes;never;8g;f
;;;;548;215;578;;professional;village;yes;never;4g;m
400;297;438;394;389;210;222;;professional;village;yes;sev_a_year;7g;f
252;253;297;297;319;233;595;261;general;village;yes;never;6g;m
223;224;;;444;200;223;235;general;village;yes;sev_a_year;1g;m
279;285;;;213;223;219;287;general;village;yes;never;6g;m
269;326;290;;265;266;207;295;higher;village;yes;sev_a_year;9g;f
;256;;;219;221;256;257;professional;village;yes;never;9g;f
285;395;;;547;151;303;299;general;village;yes;never;1g;m
;;;;228;217;270;;general;village;yes;never;6g;m
341;462;540;;390;190;273;353;professional;village;yes;never;2g;m
529;268;;513;237;224;224;258;general;village;yes;sev_a_year;4g;f
;243;;;219;168;234;256;general;village;yes;sev_a_year;3g;f
476;257;482;;214;215;214;269;general;village;yes;sev_a_year;5g;f
290;296;940;;163;168;286;303;general;village;yes;sev_a_year;1g;f
303;652;392;;147;171;231;;general;village;yes;sev_a_year;1g;f
;283;;;269;279;281;261;general;village;yes;sev_a_year;10g;f
;244;;;227;230;230;296;professional;village;yes;sev_a_year;8g;f
;228;;;174;172;222;229;general;village;yes;never;1g;f
;277;;;365;211;211;289;higher;village;yes;sev_a_year;5g;f
356;;;;212;221;408;369;professional;village;yes;never;8g;m
;237;;;459;240;174;246;higher;village;yes;sev_a_year;6g;f
369;;;;304;314;347;325;higher;village;yes;min_once_a_month;10g;f
;288;;;286;207;205;297;professional;village;yes;never;7g;f
;268;;;216;217;268;277;professional;village;yes;sev_a_year;8g;m
;337;;;285;284;337;350;professional;village;yes;never;8g;m
;243;;;221;243;243;252;general;village;yes;never;2g;f
;206;;;510;248;156;267;higher;village;yes;sev_a_year;3g;f
;364;;;210;225;225;381;general;village;yes;never;5g;f
;259;;;221;209;259;267;general;village;yes;sev_a_year;7g;f
235;;247;;245;294;224;246;general;village;yes;sev_a_year;11g;f
;289;;;287;224;215;305;professional;village;yes;never;7g;f
;270;;;232;232;268;270;general;village;yes;sev_a_year;3g;f
;292;;;188;138;292;306;general;village;yes;sev_a_year;1g;f
329;552;900;;154;166;329;342;general;village;yes;never;1g;f
;;;;198;242;216;;general;village;yes;sev_a_year;11g;m
;317;;;300;302;243;325;higher;village;yes;sev_a_year;3g;f
290;291;565;;524;247;291;306;professional;village;yes;never;5g;m
220;279;;;190;309;157;237;general;village;yes;sev_a_year;11g;f
;258;;;268;268;174;269;higher;village;yes;sev_a_year;6g;m
;275;;;272;273;275;286;higher;village;yes;sev_a_year;8g;f
;;;;197;213;200;239;general;village;yes;never;5g;f
240;241;;;229;230;196;254;professional;village;yes;sev_a_year;7g;f
;293;;;278;246;207;304;professional;village;yes;sev_a_year;7g;m
;297;;;264;265;426;319;professional;village;yes;sev_a_year;7g;m
;;;;214;209;;;general;village;no;never;8g;m
509;231;;;210;212;213;254;general;village;no;never;6g;f
;361;;;312;314;361;417;general;village;yes;never;5g;m
;391;;505;295;324;271;;professional;village;yes;never;5g;m
;;;;195;209;254;266;professional;city;yes;never;6g;f
273;276;423;427;242;243;276;282;professional;city;yes;sev_a_year;5g;f
219;220;;;234;236;261;251;professional;city;no;never;2g;f
;290;;;289;288;229;447;professional;city;yes;never;1g;f
;277;;;280;214;372;286;professional;city;yes;sev_a_year;6g;f
;242;;258;342;252;353;;professional;city;yes;sev_a_year;10g;m
444;;449;;317;192;214;397;professional;city;yes;sev_a_year;3g;f
;303;;;266;256;207;323;higher;city;no;never;3g;f
;228;;;195;147;220;314;general;city;yes;once_a_week;1g;f
;282;;;301;225;224;291;professional;city;yes;min_once_a_month;2g;f
510;220;;493;370;202;211;241;professional;city;yes;never;4g;f
;266;;;216;207;206;275;general;city;no;never;6g;f
;224;;231;364;281;285;232;higher;city;yes;sev_a_week;2g;f
;;;;224;226;226;267;professional;city;yes;sev_a_year;4g;f
;267;;;279;279;304;275;higher;city;yes;sev_a_year;7g;f
;276;;;250;250;202;287;professional;city;no;never;2g;f
;;;;207;251;230;263;general;city;yes;sev_a_year;4g;f
215;232;241;;197;199;164;224;professional;city;yes;sev_a_year;9g;f
;356;;;271;272;213;376;higher;city;no;never;6g;f
;278;;;260;258;226;290;professional;city;yes;never;6g;f
;;;;216;217;251;284;higher;city;yes;sev_a_year;2g;f
308;205;609;251;373;242;299;218;professional;city;yes;never;5g;f
;310;;;271;273;273;320;higher;city;yes;sev_a_year;2g;f
;287;;;214;215;299;337;general;city;yes;never;3g;f
;;;;258;218;249;267;general;city;no;never;2g;f
;;;;131;236;550;278;general;city;yes;never;3g;f
;;;;256;256;768;;professional;city;yes;never;1g;m
;202;;;356;255;216;208;professional;city;no;never;9g;f
199;209;294;;527;286;199;208;general;city;yes;sev_a_year;6g;f
184;213;355;355;222;255;213;217;professional;city;yes;sev_a_year;9g;f
245;246;;;311;212;269;249;professional;city;yes;sev_a_year;9g;f
;269;;;398;220;275;279;higher;city;yes;never;3g;m
404;;427;;284;286;286;419;higher;city;no;never;4g;f
262;;;;211;214;;;general;city;no;never;9g;f
;302;;339;240;272;301;315;professional;city;no;never;11g;m
;274;;;286;289;217;287;higher;city;yes;sev_a_year;2g;f
;363;;551;268;259;205;;higher;city;yes;sev_a_year;3g;f
;330;;;217;218;240;340;professional;city;no;never;7g;m
;406;;;208;211;184;294;professional;city;yes;sev_a_week;8g;f
;242;;;205;206;242;248;professional;city;yes;sev_a_year;10g;f
;217;;;173;201;217;241;general;city;yes;sev_a_year;2g;f
;278;;446;215;171;282;285;professional;city;yes;never;2g;m
;266;;;257;259;259;298;professional;city;yes;sev_a_year;1g;f
;253;;;244;246;246;268;professional;city;no;sev_a_year;1g;f
266;273;423;423;261;255;272;279;professional;city;yes;sev_a_year;6g;m
308;324;;;300;228;308;330;higher;city;no;never;9g;f
538;288;;437;438;270;198;273;higher;city;no;sev_a_year;7g;m
;225;;;214;215;215;371;professional;city;yes;min_once_a_month;4g;f
;249;;;418;211;324;264;general;city;no;never;7g;f
;214;;;208;209;188;216;professional;city;yes;sev_a_year;4g;f
343;249;355;332;227;227;217;283;professional;city;yes;never;2g;f
377;227;473;315;221;221;198;235;professional;city;yes;sev_a_year;6g;f
;;;;258;254;311;320;higher;city;no;never;11g;m
;;;;373;338;232;352;higher;city;yes;sev_a_year;2g;f
262;266;;;304;327;274;269;higher;city;yes;never;10g;f
216;222;259;;447;254;195;225;higher;city;yes;sev_a_year;9g;f
;261;;387;297;252;227;294;higher;city;yes;min_once_a_month;7g;m
;230;;;316;220;230;246;professional;city;yes;sev_a_year;4g;m
;236;;;262;203;237;248;higher;town;yes;sev_a_year;7g;f
426;259;448;;565;224;259;286;higher;town;yes;sev_a_year;7g;f
326;457;;;232;235;326;;higher;city;yes;min_once_a_month;1g;f
;;;;292;206;226;281;higher;town;yes;never;3g;f
;;;;252;192;192;;general;town;yes;sev_a_year;2g;f
;207;;669;271;225;225;228;general;town;yes;min_once_a_month;4g;f
403;235;;413;246;247;431;258;professional;town;yes;never;9g;f
269;274;437;;278;214;278;274;professional;town;yes;sev_a_year;7g;m
;;;;210;214;498;;general;town;yes;sev_a_year;7g;f
;297;;;285;216;294;310;professional;town;yes;never;5g;m
;573;;;427;286;571;243;higher;town;yes;sev_a_year;5g;f
426;315;;380;460;211;195;;general;town;yes;never;3g;f
;;;;264;262;;;higher;city;yes;never;11g;m
247;;306;;236;226;358;320;professional;town;yes;sev_a_year;10g;f
;280;;;346;205;205;291;higher;town;no;never;4g;f
301;392;379;;373;246;279;356;higher;town;no;never;2g;m
;294;;;221;234;211;307;professional;town;yes;never;7g;f
;277;;;279;210;208;295;higher;town;no;never;5g;f
252;409;285;614;214;215;205;282;professional;town;yes;sev_a_year;5g;f
;250;;;321;215;251;260;higher;town;yes;min_once_a_month;8g;f
219;228;;;348;215;231;232;professional;town;yes;never;10g;f
242;;248;;276;242;242;255;professional;town;yes;sev_a_year;11g;m
;259;;;229;253;283;270;professional;town;no;never;8g;m
;;;;213;218;268;;higher;town;yes;never;11g;f
471;215;643;470;220;231;220;221;professional;city;yes;never;6g;f
;217;;;222;201;217;231;general;city;yes;never;5g;f
;228;;;220;221;230;237;professional;city;yes;sev_a_year;7g;f
;;;;213;204;219;;professional;city;yes;sev_a_year;11g;m
;323;;;325;267;207;445;higher;city;yes;sev_a_year;7g;m
;264;;;359;205;338;292;professional;city;yes;sev_a_year;6g;m
237;;590;;259;261;201;314;higher;city;yes;sev_a_year;7g;f
;;;;274;189;532;;general;city;yes;sev_a_year;6g;m
;244;;;238;236;244;283;professional;city;yes;sev_a_year;6g;f
;249;;;214;214;550;264;professional;city;yes;min_once_a_month;2g;f
418;227;492;251;324;207;227;239;professional;town;yes;sev_a_year;6g;f
237;211;382;253;277;238;211;220;general;town;yes;sev_a_year;5g;f
;279;;;226;226;384;291;professional;town;yes;never;4g;f
;241;;;223;224;378;247;professional;town;yes;never;8g;f
338;203;453;366;207;209;198;200;professional;town;no;sev_a_year;9g;f
;231;;;450;212;230;245;professional;town;yes;sev_a_year;6g;f
;;;;193;205;292;;general;town;yes;sev_a_year;7g;m
;;;;244;244;220;286;professional;town;yes;sev_a_year;11g;m
;256;;;200;177;256;;general;city;yes;min_once_a_month;2g;f
;271;;;282;340;283;281;general;city;yes;never;8g;f
;246;;;235;223;248;251;general;city;yes;sev_a_year;4g;f
;215;;;354;255;237;218;professional;city;yes;sev_a_year;6g;f
;333;;516;216;207;327;334;professional;city;yes;never;7g;m
249;258;479;;214;233;205;258;professional;city;no;never;5g;m
;265;;294;266;267;205;277;higher;city;yes;sev_a_year;8g;f
;276;;;258;214;204;301;professional;city;yes;min_once_a_month;5g;f
;238;;;514;274;238;250;higher;city;no;never;1g;f
;254;;;227;143;254;343;general;city;yes;never;3g;f
;346;;560;245;242;211;363;professional;city;yes;sev_a_year;6g;f
383;225;;;403;231;213;237;higher;city;yes;sev_a_year;9g;f
316;229;427;288;219;220;219;242;professional;city;yes;min_once_a_month;4g;f
;319;;444;293;236;257;329;higher;city;yes;min_once_a_month;6g;f
459;317;579;445;338;373;318;328;higher;city;yes;once_a_week;1g;f
274;275;;;218;207;222;282;professional;city;no;never;3g;m
284;237;;250;345;213;369;248;professional;city;yes;sev_a_year;4g;f
;269;;;237;204;;330;professional;town;no;never;4g;f
;262;;;188;176;236;272;general;town;yes;sev_a_year;3g;f
379;;;;351;234;222;400;professional;town;yes;sev_a_year;5g;f
;282;;354;223;223;698;291;professional;town;yes;sev_a_year;4g;f
;190;;222;665;216;198;;general;town;yes;sev_a_year;5g;f
;265;;;228;231;265;277;professional;town;yes;min_once_a_month;5g;f
281;;438;;200;176;296;294;general;town;no;never;9g;m
217;;296;;230;242;383;302;professional;town;no;never;10g;f
236;240;733;;196;203;240;246;general;town;no;never;2g;f
;249;;;383;217;249;221;professional;town;yes;sev_a_year;1g;f
225;226;;237;261;259;179;236;higher;town;yes;never;11g;f
;288;;360;230;182;647;297;professional;city;yes;sev_a_year;5g;f
449;224;510;267;245;241;210;244;higher;city;yes;never;4g;f
303;223;442;267;231;231;223;231;professional;city;yes;sev_a_year;9g;f
;188;;;322;179;222;200;professional;city;yes;never;9g;f
;290;;;275;277;275;;professional;city;yes;sev_a_year;2g;f
;530;;;249;249;249;;professional;city;yes;sev_a_year;5g;f
;266;;;220;219;254;278;professional;city;yes;sev_a_year;8g;f
337;218;382;274;195;195;217;227;general;city;yes;never;7g;f
265;267;;;219;219;194;265;professional;city;yes;sev_a_year;5g;f
301;;;;281;207;332;;general;city;yes;never;11g;m
297;249;324;275;190;190;222;;professional;city;yes;sev_a_year;11g;f
278;280;;;220;221;200;285;professional;city;yes;never;7g;m
;;;;397;203;;331;higher;city;yes;sev_a_year;10g;f
305;309;;;206;194;299;309;professional;city;yes;never;5g;m
209;213;531;;234;188;271;228;general;town;yes;never;5g;f
267;280;;;275;263;303;329;higher;town;yes;sev_a_year;8g;f
;365;;;288;261;365;397;general;town;no;never;2g;f
;348;;;348;213;213;361;higher;town;no;sev_a_year;2g;m
304;306;;;219;219;569;313;professional;village;yes;sev_a_year;7g;f
;209;;;231;255;209;315;higher;village;yes;sev_a_year;9g;f
;;;;366;211;665;;professional;village;yes;sev_a_year;3g;f
440;220;838;;433;169;181;224;general;village;yes;sev_a_year;1g;f
;;;;304;301;586;;professional;village;yes;sev_a_year;2g;f
;332;;;281;283;339;;professional;village;yes;sev_a_year;5g;f
;245;;;169;193;661;291;general;village;yes;sev_a_year;1g;f
;267;;322;270;270;267;278;professional;village;yes;sev_a_year;1g;f
258;252;780;300;252;253;252;284;professional;village;yes;min_once_a_month;2g;f
;225;;418;339;278;239;237;professional;village;yes;sev_a_year;9g;f
;240;;472;280;281;240;267;higher;village;yes;never;3g;f
;267;;;408;240;203;274;higher;village;yes;sev_a_year;5g;m
;344;;;305;186;346;368;professional;village;yes;sev_a_year;4g;f
;258;;;211;206;258;275;professional;village;yes;sev_a_year;5g;f
;;;;404;224;;295;professional;village;yes;sev_a_year;6g;f
;219;;;262;214;338;245;professional;village;yes;sev_a_year;6g;f
;329;;;195;195;449;347;general;village;yes;min_once_a_month;1g;f
;229;;;237;262;267;273;general;village;yes;sev_a_year;4g;m
;297;;;226;203;203;;general;village;yes;sev_a_year;3g;f
240;283;353;353;273;276;288;299;higher;town;yes;sev_a_year;1g;f
;258;;;463;296;258;269;higher;town;yes;sev_a_year;1g;f
254;256;680;;271;273;256;275;higher;town;yes;sev_a_year;3g;f
457;287;;320;226;226;556;296;professional;town;yes;sev_a_year;5g;f
;;;;289;208;291;;higher;town;yes;min_once_a_month;3g;f
;282;;;390;247;282;294;higher;town;yes;sev_a_year;2g;m
;276;;;379;192;276;285;general;town;yes;never;2g;m
285;;450;;272;203;344;;higher;town;yes;min_once_a_month;3g;f
220;332;232;399;293;211;332;341;higher;town;yes;once_a_week;5g;f
298;301;;;226;246;298;254;professional;town;yes;min_once_a_month;8g;m
302;341;;;215;267;229;259;professional;town;yes;sev_a_year;9g;m
;221;;;345;203;285;223;higher;city;yes;sev_a_year;7g;m
;340;;;387;210;459;358;professional;city;yes;sev_a_year;1g;f
431;;479;;213;215;357;445;professional;city;yes;sev_a_year;7g;m
;307;;;150;208;308;351;general;city;yes;min_once_a_month;2g;f
;274;;;274;277;217;303;higher;city;yes;never;2g;f
243;264;;;241;216;312;276;general;city;yes;sev_a_year;4g;f
;;;;363;211;;;general;city;yes;sev_a_year;7g;f
;385;;;250;175;235;414;general;city;no;never;1g;m
;323;;;293;295;322;329;higher;city;no;never;4g;m
349;353;;;219;220;432;;professional;city;yes;sev_a_year;8g;f
;318;;;373;203;318;321;general;city;yes;sev_a_year;2g;m
;221;;;207;219;430;264;general;city;yes;never;8g;f
;312;;;425;316;232;325;higher;city;yes;never;1g;m
472;261;;368;216;246;261;277;professional;town;yes;never;5g;m
461;382;;461;380;214;272;398;higher;town;yes;once_a_week;4g;m
244;257;402;404;414;305;284;261;higher;town;yes;sev_a_year;7g;f
172;;413;;245;225;373;185;general;town;yes;sev_a_year;6g;f
