partner;marriage;break;divorce;eductaion;work;sep_from_par;child;education_type;locality;religion;how_often;generation;gender
457;229;707;294;193;209;229;245;general;city;yes;never;3g;f
;285;;;189;260;229;294;general;city;no;never;2g;m
;217;;297;228;251;217;228;professional;city;yes;sev_a_year;11g;f
;298;;;208;264;235;312;general;city;yes;never;1g;m
233;291;;;225;225;201;285;professional;city;yes;sev_a_year;10g;f
328;290;406;326;246;247;212;338;professional;city;yes;never;6g;f
;273;;;277;279;212;286;higher;city;yes;never;4g;f
;274;;;233;234;320;350;professional;city;yes;never;9g;f
;246;;;209;176;198;255;general;city;yes;sev_a_year;2g;f
;266;;388;241;256;266;275;professional;city;yes;sev_a_year;5g;f
;237;;;232;233;437;241;professional;city;yes;never;6g;f
;303;;;220;234;303;319;professional;city;yes;sev_a_year;5g;f
;231;;;251;234;203;243;professional;city;no;never;3g;f
274;378;311;;205;264;375;294;general;city;yes;sev_a_year;2g;f
288;296;;;223;220;255;297;professional;city;yes;sev_a_year;11g;m
252;254;384;384;261;206;286;266;professional;city;yes;never;8g;f
;235;;;218;219;235;248;professional;city;yes;never;7g;f
496;327;693;448;204;183;182;336;professional;city;no;never;5g;m
;297;;;257;258;211;305;professional;city;yes;never;6g;f
;273;;508;292;206;277;284;higher;city;yes;sev_a_week;7g;f
326;240;369;320;215;217;239;254;professional;city;yes;sev_a_year;9g;f
;267;;;637;217;267;277;higher;city;yes;never;3g;f
190;212;;;193;264;208;202;general;city;yes;never;10g;f
;297;;;265;208;261;308;professional;city;yes;sev_a_year;9g;m
;324;;;259;260;210;344;higher;city;yes;sev_a_year;6g;m
;291;;;243;268;207;304;professional;city;yes;sev_a_year;3g;m
;263;;;239;239;241;270;professional;city;yes;never;2g;f
;281;;;212;216;226;292;professional;city;yes;sev_a_year;5g;f
428;;645;;257;204;616;445;general;city;yes;never;4g;f
246;247;549;;616;234;187;255;higher;city;yes;never;5g;f
;249;;;197;213;296;257;general;city;yes;sev_a_year;1g;f
331;187;;;202;187;187;204;professional;city;yes;sev_a_year;9g;f
;248;;372;220;221;248;253;professional;city;yes;never;9g;f
;240;;;580;211;260;254;higher;city;yes;once_a_week;5g;f
329;217;;338;235;236;325;219;professional;city;yes;sev_a_year;6g;f
;289;;;263;263;251;297;professional;city;yes;sev_a_year;6g;f
585;294;690;;645;230;219;340;professional;city;yes;sev_a_year;1g;f
290;297;;;417;209;183;309;higher;city;yes;never;1g;m
;260;;;598;205;273;266;higher;city;yes;sev_a_year;7g;m
;265;;;209;222;265;266;general;city;yes;never;2g;f
;336;;370;352;209;465;;professional;city;yes;sev_a_year;6g;f
;259;;;223;227;223;277;professional;city;yes;sev_a_year;2g;f
;346;;;295;237;346;364;higher;city;no;never;5g;f
;235;;;221;222;188;247;professional;city;yes;sev_a_year;9g;f
;297;;;322;178;267;345;professional;city;yes;sev_a_year;2g;m
240;;245;;326;209;221;;higher;city;yes;sev_a_year;8g;f
355;211;;;241;243;181;214;professional;city;yes;never;9g;f
;253;;;255;256;245;266;professional;city;yes;never;4g;f
;;;;212;229;248;;higher;city;yes;sev_a_year;11g;f
;221;;;222;224;221;227;professional;city;yes;sev_a_year;7g;f
285;296;;;238;234;261;300;professional;city;no;never;11g;m
384;259;;;245;248;393;;professional;city;yes;never;10g;f
339;;;;564;177;236;355;general;city;yes;sev_a_year;2g;m
;267;;;270;286;274;283;higher;city;yes;sev_a_year;2g;f
;286;;;196;196;232;294;professional;city;no;never;2g;m
;252;;;252;252;213;296;professional;city;yes;never;2g;m
346;208;;345;295;198;188;241;professional;city;no;never;6g;f
;223;;;212;212;223;259;professional;city;no;never;8g;f
266;317;501;501;223;250;266;282;professional;city;no;never;7g;m
;329;;;239;240;;335;professional;city;yes;never;11g;m
;379;;;203;280;384;540;general;city;yes;never;2g;m
;220;;;236;260;233;230;professional;city;yes;sev_a_year;8g;f
;251;;;214;203;248;261;general;city;yes;never;8g;f
255;336;263;;262;267;215;337;higher;city;yes;sev_a_year;9g;m
;269;;;244;246;224;276;professional;city;no;never;8g;m
605;230;;442;205;193;242;240;professional;city;yes;sev_a_year;5g;f
;258;;;409;209;258;267;professional;city;yes;sev_a_year;5g;f
;242;;;216;210;263;263;professional;city;yes;sev_a_year;5g;m
;251;;;222;222;251;254;professional;city;yes;sev_a_year;6g;m
246;367;;;335;209;242;;professional;city;yes;never;9g;m
212;231;;;215;258;212;242;professional;city;yes;never;10g;f
;274;;;352;225;274;282;higher;city;yes;min_once_a_month;4g;f
238;;;;230;231;454;259;professional;city;yes;sev_a_year;4g;f
;245;;;219;220;244;251;professional;city;yes;min_once_a_month;7g;f
;268;;;442;202;184;301;professional;city;yes;sev_a_year;9g;m
186;;201;;384;282;353;204;professional;city;yes;min_once_a_month;10g;f
;244;;;218;206;245;269;professional;city;yes;sev_a_year;6g;m
;273;;;261;262;262;283;higher;city;yes;never;5g;m
;253;;;250;232;226;265;professional;city;yes;sev_a_year;8g;m
;259;;;295;297;237;271;higher;city;yes;sev_a_year;7g;f
;288;;411;243;245;245;322;professional;city;no;never;5g;f
;438;;534;280;268;438;;professional;city;no;never;3g;f
;278;;;276;234;219;288;professional;city;yes;never;7g;m
358;240;;358;347;205;301;274;higher;city;yes;sev_a_year;6g;f
;279;;;230;230;300;288;professional;city;yes;sev_a_year;6g;f
;259;;;223;212;213;269;professional;city;yes;sev_a_year;7g;m
;;;;234;236;200;304;professional;city;no;never;5g;f
;248;;;217;244;248;264;professional;city;yes;never;10g;f
;264;;;152;152;478;274;general;city;yes;min_once_a_month;1g;f
;255;;;271;247;199;265;professional;city;yes;sev_a_year;5g;f
;311;;;349;208;380;313;general;city;yes;min_once_a_month;9g;f
;246;;;425;258;220;257;higher;city;yes;never;4g;m
343;;357;;281;286;212;;higher;city;yes;sev_a_year;10g;f
304;255;;303;339;335;194;268;professional;city;no;never;10g;m
;247;;;242;235;249;261;professional;city;yes;sev_a_year;5g;f
;264;;;233;234;264;346;professional;city;yes;sev_a_year;6g;f
;284;;;284;285;261;295;professional;city;yes;sev_a_year;2g;f
339;;362;;230;208;490;;general;city;yes;sev_a_year;6g;m
273;230;;278;218;219;230;376;professional;city;yes;sev_a_year;9g;f
323;257;;287;230;231;257;268;professional;city;yes;min_once_a_month;9g;f
;260;;;278;279;358;287;higher;city;no;never;2g;f
340;;;;217;241;219;356;professional;city;yes;sev_a_year;9g;f
;412;;;347;348;412;436;higher;city;yes;never;2g;f
;215;;;282;210;212;240;professional;city;yes;never;3g;f
257;;;;223;245;220;304;professional;city;yes;sev_a_year;10g;m
;372;;;229;208;198;394;general;city;yes;never;2g;m
424;432;;;224;246;241;316;general;city;yes;never;7g;m
;269;;;421;159;241;290;professional;city;no;never;1g;m
;;;;211;201;304;339;professional;city;no;never;11g;m
445;249;;;296;212;243;269;general;city;yes;sev_a_year;8g;f
238;243;282;283;222;223;505;248;general;city;yes;never;5g;f
567;226;;482;207;207;195;280;professional;city;yes;never;5g;f
;279;;;216;218;171;290;professional;city;yes;sev_a_year;7g;f
;;;;342;212;356;312;higher;city;no;never;5g;m
;264;;;406;236;236;273;professional;city;yes;sev_a_year;4g;f
568;257;626;;326;205;257;263;higher;city;yes;never;5g;f
227;257;;;228;228;229;268;professional;city;yes;never;8g;m
;261;;;210;206;282;262;professional;city;yes;never;6g;m
219;308;;;230;256;219;233;professional;village;no;never;10g;f
;247;;;190;190;247;261;general;village;yes;never;2g;f
;249;;;524;198;249;258;general;village;yes;sev_a_year;3g;f
;289;;;296;138;243;299;general;village;yes;never;1g;m
;276;;;195;240;312;345;general;village;yes;sev_a_year;2g;f
382;;400;;214;251;219;;professional;village;yes;never;10g;m
476;478;;;350;351;234;258;general;village;yes;never;5g;f
;265;;;235;234;236;272;professional;village;yes;sev_a_year;4g;m
;241;;;227;229;182;253;professional;village;yes;sev_a_year;7g;f
;231;;;229;226;184;239;professional;village;yes;never;5g;f
246;300;;;211;195;348;256;general;village;yes;never;4g;m
;287;;;183;193;287;338;general;village;yes;sev_a_year;2g;f
;;;;208;240;344;323;professional;village;yes;min_once_a_month;11g;m
;276;;;210;211;332;282;professional;village;yes;never;4g;m
;222;;;154;204;222;235;general;village;yes;never;2g;f
;207;;278;212;202;207;247;professional;village;yes;sev_a_year;6g;f
;;;;214;200;580;;professional;village;no;never;5g;m
499;258;734;407;180;179;258;265;general;village;yes;sev_a_year;3g;f
;284;;;221;222;325;313;professional;village;yes;min_once_a_month;7g;f
228;;;;238;239;226;258;professional;village;yes;never;11g;f
;267;;318;402;247;320;279;higher;village;yes;sev_a_year;4g;f
200;;396;;205;169;167;221;general;village;yes;never;4g;f
;228;;;223;224;181;235;professional;village;yes;never;6g;f
;232;;;201;168;192;242;general;village;yes;min_once_a_month;2g;f
226;306;;;220;173;210;229;general;village;no;never;7g;f
671;238;766;;191;226;179;249;general;village;yes;never;3g;f
;318;;;280;166;318;323;general;village;no;never;2g;m
;276;;338;247;249;249;;professional;village;yes;never;7g;f
;238;;;308;226;178;255;higher;village;no;never;10g;f
;255;;;245;246;215;276;professional;village;yes;min_once_a_month;3g;f
;231;;;214;215;263;245;professional;village;yes;never;9g;f
;249;;;241;241;186;338;professional;village;yes;never;6g;f
;223;;;225;245;223;227;professional;village;yes;sev_a_year;7g;f
;;;;283;244;;;higher;village;yes;never;10g;m
;236;;;231;229;236;243;professional;village;yes;never;6g;m
253;254;331;303;251;253;386;266;professional;village;yes;sev_a_year;5g;f
421;246;;;227;228;312;254;professional;city;yes;never;9g;f
;309;;;283;214;499;318;higher;city;no;never;6g;m
;;;;215;218;233;;professional;city;yes;never;10g;m
181;227;249;280;342;264;386;227;higher;city;yes;never;10g;f
281;283;316;316;217;217;280;285;general;city;yes;never;9g;f
369;261;;331;278;292;261;271;higher;city;yes;sev_a_year;9g;f
;243;;;276;279;243;253;higher;city;yes;never;5g;f
414;252;461;266;248;180;266;261;professional;city;yes;sev_a_year;7g;f
389;429;;;321;215;180;398;higher;city;yes;sev_a_year;4g;f
205;222;232;231;232;234;203;226;professional;city;yes;min_once_a_month;6g;f
;282;;;296;266;391;300;higher;city;yes;never;10g;m
;406;;;237;222;186;;professional;city;no;never;4g;f
;292;;;336;254;310;301;higher;city;no;never;5g;m
269;282;;;246;237;299;;professional;city;yes;sev_a_year;8g;f
514;253;538;;241;242;243;283;professional;city;yes;min_once_a_month;2g;f
;338;;396;278;283;302;343;higher;city;yes;sev_a_year;6g;f
178;320;261;361;190;322;274;209;general;city;yes;never;6g;m
;265;;630;497;242;224;247;higher;city;yes;sev_a_year;4g;f
651;214;;;423;210;214;216;professional;city;yes;min_once_a_month;5g;f
281;312;;;204;203;248;308;professional;city;yes;never;8g;m
;234;;;233;235;235;257;professional;city;yes;sev_a_year;7g;f
320;;;;218;247;293;320;professional;city;yes;never;8g;m
319;340;546;;223;253;189;212;professional;city;yes;never;7g;m
212;224;449;;285;286;214;241;higher;city;yes;never;7g;f
;220;;545;373;205;256;227;higher;city;yes;sev_a_year;8g;f
455;247;506;;211;246;179;266;professional;city;yes;never;8g;m
;260;;478;192;178;336;277;general;city;yes;sev_a_year;3g;f
337;259;731;;169;157;247;268;general;city;yes;never;2g;f
;247;;433;337;221;247;257;professional;city;yes;sev_a_year;2g;f
;211;;;230;230;227;300;professional;city;yes;sev_a_year;2g;f
218;;236;;219;208;331;223;professional;city;no;never;8g;f
259;262;;;227;255;228;;professional;city;no;never;11g;m
651;313;;641;333;244;217;323;higher;city;no;never;5g;m
;248;;;218;247;222;258;professional;city;no;never;8g;m
;290;;;263;263;232;297;professional;city;yes;sev_a_year;4g;f
214;250;;;221;236;327;255;general;city;no;never;11g;f
;268;;;311;231;209;283;professional;city;yes;sev_a_year;6g;f
;259;;;319;319;615;341;higher;city;yes;sev_a_year;2g;f
228;237;;;215;215;228;241;professional;city;yes;sev_a_year;10g;f
;286;;;269;272;272;307;higher;city;yes;never;6g;f
;269;;;230;230;188;281;professional;city;yes;never;5g;f
201;271;241;310;272;306;262;281;higher;city;yes;sev_a_year;10g;f
;248;;324;287;221;244;289;higher;city;yes;never;11g;f
;285;;;318;260;258;294;higher;city;no;never;8g;m
;305;;;372;202;416;319;professional;city;yes;never;2g;m
;319;;;311;240;312;330;professional;city;no;sev_a_year;7g;f
286;;341;;266;270;286;;higher;city;yes;never;11g;m
359;;374;;395;241;656;347;professional;city;no;never;4g;f
;265;;;236;238;287;271;professional;city;yes;sev_a_year;9g;f
;229;;575;307;212;230;265;general;city;yes;sev_a_year;7g;f
497;252;;528;222;225;177;277;professional;city;yes;never;7g;f
230;249;364;382;238;225;230;254;professional;city;yes;never;6g;f
;246;;381;268;270;246;316;higher;city;yes;sev_a_year;10g;f
;277;;;353;210;233;285;general;city;no;never;4g;m
;268;;;242;214;268;281;general;city;no;never;6g;f
475;250;595;437;256;217;214;260;professional;city;yes;min_once_a_month;7g;f
238;244;289;;226;229;280;249;professional;city;yes;sev_a_year;11g;f
216;252;257;262;220;249;488;268;professional;city;yes;never;8g;m
324;327;485;485;224;225;261;;professional;city;yes;never;6g;m
;266;;;254;255;303;277;professional;city;yes;sev_a_year;2g;f
266;268;270;270;206;207;362;277;general;city;yes;sev_a_year;8g;m
;235;;;194;181;234;245;professional;city;yes;sev_a_year;3g;f
226;253;319;319;426;234;226;288;higher;city;no;never;9g;f
;254;;474;267;268;374;266;higher;city;yes;sev_a_year;3g;f
271;315;367;387;275;213;206;337;higher;city;yes;sev_a_year;5g;f
;235;;;276;277;488;290;professional;city;yes;sev_a_year;3g;f
;282;;;412;413;187;291;professional;city;no;never;5g;f
264;;312;;221;222;222;;professional;city;yes;never;9g;f
264;;411;;224;226;191;282;professional;city;yes;sev_a_year;8g;f
;236;;279;236;227;227;246;professional;city;yes;sev_a_year;7g;f
;285;;305;282;285;375;299;higher;city;yes;sev_a_year;2g;f
;270;;;354;283;212;434;higher;city;no;sev_a_year;5g;f
;;;;265;265;389;;professional;city;yes;sev_a_year;10g;m
;340;;;343;345;227;375;higher;city;no;never;2g;m
;;;;212;214;203;260;professional;city;yes;sev_a_year;8g;f
;252;;;216;217;241;262;professional;city;no;never;4g;f
220;231;264;264;301;219;217;;higher;city;yes;sev_a_year;7g;f
;315;;;371;291;158;324;higher;city;yes;min_once_a_month;3g;m
547;271;;532;288;248;220;280;professional;city;yes;sev_a_year;5g;m
;278;;;222;253;211;297;professional;city;yes;sev_a_year;8g;m
;242;;;279;208;244;277;professional;city;yes;sev_a_year;2g;f
;243;;;245;247;212;252;higher;city;no;never;1g;f
459;467;620;;388;211;270;279;higher;city;no;never;3g;f
;282;;;589;223;223;309;higher;city;yes;sev_a_year;3g;f
;;;;232;211;644;266;professional;city;yes;sev_a_year;3g;f
;329;;;546;234;224;332;higher;city;yes;never;1g;m
210;;291;;215;216;262;232;professional;city;no;never;8g;f
;316;;;275;277;388;322;higher;city;no;sev_a_year;6g;f
;280;;;286;288;280;296;higher;city;no;never;9g;m
;242;;;242;243;289;248;professional;city;no;never;8g;f
602;251;;326;204;195;251;267;general;city;no;never;3g;f
;326;;;279;281;326;421;professional;city;no;never;4g;f
;264;;604;288;290;229;277;higher;city;yes;never;1g;f
253;260;;315;211;247;216;271;general;city;no;never;10g;m
;258;;;231;233;258;270;professional;city;yes;sev_a_year;8g;f
368;369;;;234;234;248;381;professional;city;yes;sev_a_year;9g;f
;255;;;263;268;208;303;higher;city;yes;sev_a_year;10g;f
;275;;;232;234;187;285;professional;city;yes;sev_a_year;4g;f
212;;276;;211;215;222;231;professional;city;yes;sev_a_year;9g;f
;358;;584;224;226;396;383;professional;city;yes;sev_a_year;7g;f
304;;574;;261;262;262;313;higher;city;yes;min_once_a_month;7g;m
;319;;;308;310;225;336;professional;city;yes;sev_a_year;3g;f
;292;;;400;367;207;311;higher;city;yes;min_once_a_month;9g;f
;;;;216;185;618;;professional;city;yes;never;6g;m
;223;;;229;230;179;236;professional;city;yes;sev_a_year;8g;f
;251;;;267;269;269;257;higher;city;yes;never;7g;m
407;235;;333;239;216;236;254;general;city;yes;sev_a_year;4g;f
446;226;;;191;207;231;243;general;city;yes;sev_a_year;5g;f
;263;;;338;268;263;310;higher;city;no;never;10g;f
;225;;;234;258;300;240;professional;city;yes;sev_a_year;7g;f
;234;;;233;235;234;260;professional;city;yes;sev_a_year;9g;f
248;;431;;220;211;559;254;general;city;yes;never;7g;m
;228;;;233;232;230;266;professional;city;yes;never;9g;m
483;;497;;362;217;395;;professional;city;yes;sev_a_year;8g;f
340;344;;;248;296;249;350;professional;city;yes;sev_a_year;8g;f
;234;;;246;247;234;244;professional;city;no;never;5g;f
;289;;;213;214;179;299;professional;city;yes;min_once_a_month;2g;f
;308;;;248;216;320;316;professional;city;yes;min_once_a_month;7g;f
;278;;;307;262;230;309;professional;village;yes;sev_a_year;7g;m
;255;;;206;206;260;264;professional;city;no;never;5g;m
402;235;;;226;226;235;515;professional;city;no;never;7g;f
578;278;;;205;192;290;302;general;city;no;never;1g;m
430;233;587;320;255;285;233;253;professional;city;yes;sev_a_year;2g;f
;290;;;239;266;296;301;professional;city;no;never;3g;m
;227;;;213;214;227;239;professional;city;yes;sev_a_year;9g;f
;230;;;215;217;181;225;professional;city;yes;sev_a_year;9g;f
425;237;;;237;239;237;246;professional;city;yes;sev_a_year;8g;f
;267;;;195;196;267;279;professional;city;yes;sev_a_year;4g;m
;335;;;264;266;205;333;higher;city;yes;never;10g;m
;254;;;379;219;223;269;higher;city;yes;sev_a_year;5g;m
;248;;;213;243;248;265;professional;city;yes;sev_a_year;9g;m
263;;;;233;220;263;280;professional;city;yes;sev_a_year;10g;f
227;230;270;271;277;211;210;260;general;city;yes;sev_a_year;9g;f
;264;;;473;203;234;278;professional;city;yes;sev_a_year;2g;m
;342;;658;287;359;228;369;professional;city;yes;once_a_week;3g;f
;243;;;171;173;168;253;general;city;yes;min_once_a_month;1g;f
284;256;;298;227;267;206;301;professional;city;yes;sev_a_year;4g;m
;256;;;280;205;256;273;professional;city;yes;sev_a_year;9g;m
;245;;;306;308;213;321;professional;city;yes;sev_a_year;2g;f
;296;;;541;255;207;381;higher;city;yes;sev_a_year;8g;m
564;216;;453;199;320;216;226;general;city;yes;sev_a_year;2g;f
;303;;;245;246;305;317;professional;city;no;never;7g;m
332;274;;;329;235;235;314;higher;city;yes;never;3g;f
;221;;;259;291;215;235;professional;city;yes;min_once_a_month;6g;f
;313;;418;223;224;313;337;professional;city;yes;sev_a_year;7g;f
;241;;;222;224;241;254;professional;city;yes;sev_a_year;7g;f
;253;;355;238;239;216;264;professional;city;yes;sev_a_year;3g;f
;260;;;230;232;189;269;professional;city;yes;min_once_a_month;7g;f
;240;;;233;212;209;250;professional;city;yes;sev_a_year;4g;f
;222;;;231;231;222;237;professional;city;no;never;7g;f
;291;;;403;297;291;302;higher;city;yes;sev_a_year;2g;f
;274;;425;392;274;311;;higher;city;yes;never;5g;m
;250;;;251;253;210;237;professional;city;yes;sev_a_year;3g;f
290;;;;212;212;290;301;general;city;yes;never;3g;m
;336;;;269;270;336;351;professional;city;yes;min_once_a_month;4g;f
;251;;;251;378;256;260;professional;city;yes;never;2g;f
;278;;;342;208;312;293;professional;city;yes;never;5g;m
;289;;;221;220;289;;professional;city;yes;sev_a_year;9g;m
;267;;;339;192;305;280;general;city;yes;sev_a_year;2g;m
;287;;;439;241;287;299;professional;city;yes;sev_a_year;3g;m
;260;;;294;235;232;270;professional;village;yes;never;8g;m
;267;;;216;206;218;272;professional;village;yes;never;10g;m
272;;;;250;206;272;366;professional;city;yes;min_once_a_month;7g;f
;260;;;216;204;193;271;professional;city;yes;never;5g;m
;269;;;397;229;228;290;professional;city;yes;sev_a_week;5g;f
;279;;;252;256;279;289;professional;city;yes;min_once_a_month;4g;f
;251;;;461;243;225;269;higher;city;yes;never;3g;m
459;267;463;300;590;207;184;283;higher;city;yes;once_a_week;6g;f
290;;377;;217;206;304;;professional;city;yes;sev_a_year;8g;f
;262;;;224;285;;;higher;city;yes;sev_a_year;11g;m
;326;;;301;218;376;340;professional;village;no;never;7g;m
;254;;;216;216;304;270;general;village;yes;never;5g;m
;225;;;263;265;275;246;higher;village;yes;sev_a_year;6g;m
;242;;283;226;229;179;259;professional;village;yes;never;4g;f
273;234;;270;239;238;203;243;professional;village;yes;never;7g;f
;248;;;224;218;224;305;professional;village;yes;never;11g;m
;231;;;397;230;215;249;higher;village;yes;never;7g;f
;277;;;223;225;278;295;professional;village;yes;never;5g;f
;281;;;233;245;220;305;general;village;yes;never;8g;m
;259;;;265;244;159;269;higher;village;yes;sev_a_year;2g;f
241;243;301;301;288;255;241;254;higher;village;yes;never;10g;f
;272;;;248;249;224;297;professional;village;yes;sev_a_year;3g;f
;198;;;384;192;198;200;professional;village;yes;never;9g;f
;240;;;220;236;208;248;general;village;yes;sev_a_year;7g;f
;247;;;231;233;195;260;professional;village;yes;never;7g;f
;233;;;234;276;250;240;professional;village;yes;never;10g;f
;257;;;273;249;257;267;professional;village;yes;never;7g;m
268;280;;;234;261;293;284;professional;village;yes;never;6g;m
;290;;;234;262;199;298;professional;village;yes;never;8g;m
287;309;;;294;295;285;309;general;village;yes;never;2g;m
391;221;488;366;234;235;231;228;professional;village;yes;sev_a_year;7g;f
291;301;;;292;291;286;304;professional;village;yes;sev_a_year;10g;m
576;202;818;352;207;195;202;233;general;village;yes;min_once_a_month;3g;f
243;;;;464;218;155;304;general;village;yes;sev_a_year;6g;f
207;212;;;216;216;203;226;professional;village;yes;never;10g;m
231;238;372;;238;239;435;238;professional;village;yes;sev_a_year;8g;f
;301;;;264;267;264;309;higher;village;yes;sev_a_year;6g;f
;276;;;312;251;225;292;general;village;yes;sev_a_year;10g;m
;260;;;234;200;260;269;professional;village;yes;min_once_a_month;8g;f
;274;;;226;257;257;289;professional;town;yes;sev_a_year;5g;m
;298;;514;306;215;300;311;higher;town;yes;sev_a_year;6g;f
;245;;;261;263;199;331;higher;town;no;never;6g;m
;330;;;235;223;281;291;general;town;yes;sev_a_year;2g;f
;343;;;318;260;343;353;professional;town;yes;never;5g;m
;279;;;278;280;221;285;professional;town;yes;never;5g;m
547;241;;;229;232;241;251;professional;town;yes;min_once_a_month;4g;f
;292;;;315;197;344;313;professional;town;yes;min_once_a_month;5g;m
;272;;426;267;268;273;289;professional;town;yes;sev_a_year;5g;f
;281;;;233;191;217;306;general;village;yes;never;4g;f
338;;;;233;216;312;;professional;village;yes;never;7g;m
;256;;;266;220;256;266;general;village;yes;never;4g;f
243;244;305;305;222;228;201;252;professional;village;yes;never;8g;f
;226;;;216;216;181;237;professional;village;yes;never;9g;f
;;;;245;329;377;375;professional;village;yes;sev_a_year;10g;m
;221;;;220;233;233;238;professional;village;yes;min_once_a_month;10g;f
;;;;311;203;656;;professional;village;yes;sev_a_year;5g;f
;227;;;293;221;228;245;general;village;yes;never;2g;f
;210;;;215;167;261;222;general;village;yes;never;2g;f
;231;;;203;301;231;236;professional;village;yes;never;9g;f
198;209;266;266;227;214;201;226;professional;village;yes;never;5g;f
;252;;;262;286;205;261;higher;village;yes;never;9g;f
;262;;;206;240;266;356;general;village;yes;never;6g;m
305;235;;299;231;279;186;247;professional;village;yes;never;7g;f
;358;;;474;229;358;370;professional;village;yes;never;8g;m
;353;;;281;283;260;418;professional;village;yes;never;2g;f
;236;;;224;226;251;243;professional;village;yes;sev_a_year;9g;f
;211;;;228;276;183;223;professional;village;yes;never;9g;f
;221;;;243;387;219;235;general;village;yes;sev_a_year;4g;f
265;266;948;;190;190;265;282;general;village;yes;never;1g;f
;244;;;242;232;262;254;professional;village;yes;sev_a_year;11g;f
;332;;;226;227;339;339;professional;village;yes;never;2g;f
;233;;;302;207;233;241;professional;village;yes;sev_a_year;8g;f
;283;;;234;261;240;337;professional;city;yes;sev_a_year;10g;m
;;;;225;254;229;;professional;city;yes;sev_a_year;11g;m
;227;;;214;215;345;276;professional;city;yes;sev_a_year;10g;f
;240;;;173;242;240;269;general;city;yes;min_once_a_month;1g;f
;236;;;333;223;274;245;professional;city;yes;sev_a_year;6g;f
;269;;;214;216;269;316;professional;city;yes;never;5g;f
;238;;;336;278;238;248;higher;city;yes;sev_a_year;9g;f
270;281;328;328;288;259;259;282;higher;city;yes;min_once_a_month;4g;f
;357;;;304;230;357;;higher;city;yes;sev_a_year;4g;f
;300;;517;215;215;300;299;general;city;yes;never;3g;f
;266;;;245;220;;279;professional;city;yes;sev_a_year;10g;f
;268;;;254;220;279;279;professional;city;yes;sev_a_year;3g;f
;339;;;203;191;178;356;general;city;yes;sev_a_year;2g;f
;308;;;334;336;193;318;professional;city;yes;sev_a_year;1g;m
;292;;;286;206;292;316;professional;city;yes;sev_a_year;6g;f
254;256;;;218;249;254;267;professional;city;no;never;7g;m
;327;;;328;204;283;339;higher;city;yes;sev_a_year;3g;m
;231;;;229;231;231;236;professional;city;yes;never;10g;f
;288;;;298;209;328;305;professional;city;yes;never;9g;m
;252;;349;240;206;219;264;professional;city;yes;sev_a_year;5g;f
;274;;;233;214;270;286;general;city;yes;sev_a_year;2g;f
;296;;;243;207;296;279;general;city;yes;sev_a_year;2g;f
;251;;;174;160;249;288;general;city;yes;once_a_week;2g;f
;208;;;368;254;208;;higher;city;yes;min_once_a_month;10g;f
;261;;;266;266;211;269;higher;city;yes;sev_a_year;1g;f
;217;;;215;217;216;224;professional;city;yes;never;9g;f
;225;;;170;195;225;237;general;city;yes;once_a_week;1g;f
;265;;;373;197;265;279;professional;city;yes;never;5g;m
;262;;;258;259;207;283;professional;city;yes;sev_a_year;3g;f
302;314;876;;350;473;288;329;general;city;yes;sev_a_year;2g;f
;287;;;246;248;349;298;professional;city;yes;never;6g;m
;316;;;323;224;253;325;higher;city;yes;never;6g;m
;257;;;413;233;257;290;higher;city;yes;sev_a_year;10g;f
342;344;;;226;206;212;351;general;city;yes;sev_a_year;5g;f
;340;;;160;256;271;;general;city;yes;sev_a_year;1g;f
;232;;;224;201;266;241;general;city;yes;sev_a_year;6g;f
;253;;;215;217;289;261;professional;city;yes;sev_a_year;7g;f
362;228;;308;224;227;215;240;professional;city;yes;sev_a_year;9g;f
;234;;418;215;215;192;249;professional;city;yes;never;8g;f
;439;;;328;328;276;451;general;city;yes;never;2g;f
;291;;;216;249;195;302;professional;city;yes;sev_a_year;7g;m
;249;;;413;219;207;259;general;city;yes;min_once_a_month;6g;f
;251;;268;224;226;191;267;professional;city;yes;sev_a_year;7g;f
206;224;;;218;216;224;227;professional;city;yes;sev_a_year;8g;f
;362;;379;343;213;214;370;professional;city;yes;sev_a_year;7g;f
;247;;;198;198;253;261;professional;city;yes;sev_a_year;6g;f
256;257;;;213;216;192;269;general;city;yes;sev_a_year;5g;f
;279;;;418;257;204;303;higher;city;yes;never;8g;f
;;;;286;291;212;381;professional;city;yes;sev_a_year;5g;f
;301;;;271;226;311;319;professional;city;yes;sev_a_year;4g;m
;288;;;124;443;288;312;general;city;yes;sev_a_year;1g;f
;263;;;209;173;257;283;general;city;yes;sev_a_year;1g;f
304;318;;;242;244;211;330;professional;city;yes;never;7g;f
415;235;458;456;219;223;186;232;professional;city;yes;sev_a_year;7g;f
762;287;;758;333;334;320;;general;city;yes;sev_a_year;1g;m
;250;;;206;205;250;260;general;city;yes;sev_a_year;7g;f
;277;;;149;147;302;290;general;city;yes;sev_a_year;1g;f
;388;;627;229;284;216;397;professional;city;yes;sev_a_year;5g;f
;238;;;228;229;182;246;professional;city;yes;min_once_a_month;6g;f
;419;;457;226;215;213;355;general;city;yes;sev_a_year;5g;f
;299;;;195;278;242;362;general;city;yes;min_once_a_month;5g;m
;243;;;202;156;216;262;general;city;yes;sev_a_year;1g;m
;249;;511;205;169;228;224;professional;city;yes;sev_a_year;8g;m
;258;;;189;260;289;280;general;city;yes;never;3g;m
