partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;education type;locality;religion;how often;generation;gender
0;1;0;0;1;1;1;1;;323;;;325;267;207;445;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;higher;city;yes;sev_a_year;7g;m
0;1;0;0;1;1;1;1;;264;;;359;205;338;292;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;professional;city;yes;sev_a_year;6g;m
1;0;1;0;1;1;1;1;237;;590;;259;261;201;314;<;<;<;<;<;>;<;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;city;yes;sev_a_year;7g;f
0;0;0;0;1;1;1;0;;;;;274;189;532;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;general;city;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;;244;;;238;236;244;283;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;249;;;214;214;550;264;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;professional;city;yes;min_once_a_month;2g;f
1;1;1;1;1;1;1;1;418;227;492;251;324;207;227;239;>;<;>;>;>;>;>;<;<;<;>;=;<;>;>;>;>;>;<;>;>;>;>;>;>;<;<;<;professional;town;yes;sev_a_year;6g;f
1;1;1;1;1;1;1;1;237;211;382;253;277;238;211;220;>;<;<;<;<;>;>;<;<;<;<;=;<;>;>;>;>;>;<;>;>;>;>;>;>;>;>;<;general;town;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;279;;;226;226;384;291;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;professional;town;yes;never;4g;f
0;1;0;0;1;1;1;1;;241;;;223;224;378;247;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;town;yes;never;8g;f
1;1;1;1;1;1;1;1;338;203;453;366;207;209;198;200;>;<;<;>;>;>;>;<;<;<;<;>;>;>;>;>;>;>;>;>;>;>;<;>;>;>;>;<;professional;town;no;sev_a_year;9g;f
0;1;0;0;1;1;1;1;;231;;;450;212;230;245;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;town;yes;sev_a_year;6g;f
0;0;0;0;1;1;1;0;;;;;193;205;292;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;general;town;yes;sev_a_year;7g;m
0;0;0;0;1;1;1;1;;;;;244;244;220;286;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;town;yes;sev_a_year;11g;m
0;1;0;0;1;1;1;0;;256;;;200;177;256;;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;general;city;yes;min_once_a_month;2g;f
0;1;0;0;1;1;1;1;;271;;;282;340;283;281;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;>;>;>;>;general;city;yes;never;8g;f
0;1;0;0;1;1;1;1;;246;;;235;223;248;251;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;sev_a_year;4g;f
0;1;0;0;1;1;1;1;;215;;;354;255;237;218;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;>;>;>;>;>;>;professional;city;yes;sev_a_year;6g;f
0;1;0;1;1;1;1;1;;333;;516;216;207;327;334;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;7g;m
1;1;1;0;1;1;1;1;249;258;479;;214;233;205;258;<;<;<;>;>;>;<;<;<;>;>;>;=;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;no;never;5g;m
0;1;0;1;1;1;1;1;;265;;294;266;267;205;277;>;n;>;>;>;>;>;<;<;<;<;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;city;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;276;;;258;214;204;301;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;city;yes;min_once_a_month;5g;f
0;1;0;0;1;1;1;1;;238;;;514;274;238;250;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;higher;city;no;never;1g;f
0;1;0;0;1;1;1;1;;254;;;227;143;254;343;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;never;3g;f
0;1;0;1;1;1;1;1;;346;;560;245;242;211;363;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;city;yes;sev_a_year;6g;f
1;1;0;0;1;1;1;1;383;225;;;403;231;213;237;>;<;<;<;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;sev_a_year;9g;f
1;1;1;1;1;1;1;1;316;229;427;288;219;220;219;242;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;=;<;>;<;<;professional;city;yes;min_once_a_month;4g;f
0;1;0;1;1;1;1;1;;319;;444;293;236;257;329;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;higher;city;yes;min_once_a_month;6g;f
1;1;1;1;1;1;1;1;459;317;579;445;338;373;318;328;>;<;>;>;>;>;>;<;<;<;<;<;<;>;>;>;>;>;>;>;>;>;<;>;>;>;>;<;higher;city;yes;once_a_week;1g;f
1;1;0;0;1;1;1;1;274;275;;;218;207;222;282;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;no;never;3g;m
1;1;0;1;1;1;1;1;284;237;;250;345;213;369;248;>;<;>;<;>;<;>;<;<;<;>;<;<;>;>;>;>;>;<;>;<;>;>;<;>;<;<;>;professional;city;yes;sev_a_year;4g;f
0;1;0;0;1;1;0;1;;269;;;237;204;;330;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;professional;town;no;never;4g;f
0;1;0;0;1;1;1;1;;262;;;188;176;236;272;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;town;yes;sev_a_year;3g;f
1;0;0;0;1;1;1;1;379;;;;351;234;222;400;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;town;yes;sev_a_year;5g;f
0;1;0;1;1;1;1;1;;282;;354;223;223;698;291;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;>;=;<;<;<;<;>;professional;town;yes;sev_a_year;4g;f
0;1;0;1;1;1;1;0;;190;;222;665;216;198;;>;n;>;>;>;>;n;<;<;<;<;<;<;>;>;>;>;n;<;>;>;<;>;>;<;>;<;<;general;town;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;265;;;228;231;265;277;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;town;yes;min_once_a_month;5g;f
1;0;1;0;1;1;1;1;281;;438;;200;176;296;294;<;<;<;>;>;<;<;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;town;no;never;9g;m
1;0;1;0;1;1;1;1;217;;296;;230;242;383;302;<;<;<;<;<;<;<;>;n;>;>;>;>;<;>;>;<;<;>;>;>;>;<;<;<;<;<;>;professional;town;no;never;10g;f
1;1;1;0;1;1;1;1;236;240;733;;196;203;240;246;<;<;<;>;>;<;<;<;<;>;>;=;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;town;no;never;2g;f
0;1;0;0;1;1;1;1;;249;;;383;217;249;221;>;n;n;>;>;>;>;<;<;<;>;=;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;professional;town;yes;sev_a_year;1g;f
1;1;0;1;1;1;1;1;225;226;;237;261;259;179;236;<;<;<;<;<;>;<;<;<;<;<;>;<;>;>;>;>;>;<;<;>;>;>;>;>;>;>;<;higher;town;yes;never;11g;f
0;1;0;1;1;1;1;1;;288;;360;230;182;647;297;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;>;>;<;<;<;<;>;professional;city;yes;sev_a_year;5g;f
1;1;1;1;1;1;1;1;449;224;510;267;245;241;210;244;>;<;>;>;>;>;>;<;<;<;<;>;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;never;4g;f
1;1;1;1;1;1;1;1;303;223;442;267;231;231;223;231;>;<;>;>;>;>;>;<;<;<;<;=;<;>;>;>;>;>;>;>;>;>;=;>;=;>;=;<;professional;city;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;;188;;;322;179;222;200;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;professional;city;yes;never;9g;f
0;1;0;0;1;1;1;0;;290;;;275;277;275;;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;professional;city;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;0;;530;;;249;249;249;;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;professional;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;266;;;220;219;254;278;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;sev_a_year;8g;f
1;1;1;1;1;1;1;1;337;218;382;274;195;195;217;227;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;=;<;<;<;<;<;general;city;yes;never;7g;f
1;1;0;0;1;1;1;1;265;267;;;219;219;194;265;<;<;<;>;>;>;=;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;city;yes;sev_a_year;5g;f
1;0;0;0;1;1;1;0;301;;;;281;207;332;;<;<;<;>;>;<;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;general;city;yes;never;11g;m
1;1;1;1;1;1;1;0;297;249;324;275;190;190;222;;>;<;>;>;>;>;<;<;<;>;>;>;<;>;>;>;>;<;>;>;>;<;=;<;<;<;<;<;professional;city;yes;sev_a_year;11g;f
1;1;0;0;1;1;1;1;278;280;;;220;221;200;285;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;7g;m
0;0;0;0;1;1;0;1;;;;;397;203;;331;n;n;n;>;>;n;>;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;higher;city;yes;sev_a_year;10g;f
1;1;0;0;1;1;1;1;305;309;;;206;194;299;309;<;<;<;>;>;>;<;<;<;>;>;>;=;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;5g;m
1;1;1;0;1;1;1;1;209;213;531;;234;188;271;228;<;<;<;<;>;<;<;<;<;<;>;<;<;<;>;>;>;>;>;>;>;>;>;<;>;<;<;>;general;town;yes;never;5g;f
1;1;0;0;1;1;1;1;267;280;;;275;263;303;329;<;<;<;<;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;higher;town;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;365;;;288;261;365;397;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;town;no;never;2g;f
0;1;0;0;1;1;1;1;;348;;;348;213;213;361;>;n;n;>;>;>;>;<;<;=;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;=;<;<;higher;town;no;sev_a_year;2g;m
1;1;0;0;1;1;1;1;304;306;;;219;219;569;313;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;professional;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;209;;;231;255;209;315;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;village;yes;sev_a_year;9g;f
0;0;0;0;1;1;1;0;;;;;366;211;665;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;professional;village;yes;sev_a_year;3g;f
1;1;1;0;1;1;1;1;440;220;838;;433;169;181;224;>;<;<;>;>;>;>;<;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;general;village;yes;sev_a_year;1g;f
0;0;0;0;1;1;1;0;;;;;304;301;586;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;professional;village;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;0;;332;;;281;283;339;;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;professional;village;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;;245;;;169;193;661;291;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;general;village;yes;sev_a_year;1g;f
0;1;0;1;1;1;1;1;;267;;322;270;270;267;278;>;n;>;>;>;>;>;<;<;<;<;=;<;>;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;village;yes;sev_a_year;1g;f
1;1;1;1;1;1;1;1;258;252;780;300;252;253;252;284;>;<;<;>;>;>;<;<;<;=;<;=;<;>;>;>;>;>;>;>;>;>;<;=;<;>;<;<;professional;village;yes;min_once_a_month;2g;f
0;1;0;1;1;1;1;1;;225;;418;339;278;239;237;>;n;>;>;>;>;>;<;<;<;<;<;<;>;>;>;>;>;>;>;>;>;>;>;>;>;>;>;professional;village;yes;sev_a_year;9g;f
0;1;0;1;1;1;1;1;;240;;472;280;281;240;267;>;n;>;>;>;>;>;<;<;<;<;=;<;>;>;>;>;>;>;>;>;>;<;>;>;>;>;<;higher;village;yes;never;3g;f
0;1;0;0;1;1;1;1;;267;;;408;240;203;274;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;village;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;;344;;;305;186;346;368;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;village;yes;sev_a_year;4g;f
0;1;0;0;1;1;1;1;;258;;;211;206;258;275;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;village;yes;sev_a_year;5g;f
0;0;0;0;1;1;0;1;;;;;404;224;;295;n;n;n;>;>;n;>;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;219;;;262;214;338;245;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;329;;;195;195;449;347;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;general;village;yes;min_once_a_month;1g;f
0;1;0;0;1;1;1;1;;229;;;237;262;267;273;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;4g;m
0;1;0;0;1;1;1;0;;297;;;226;203;203;;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;general;village;yes;sev_a_year;3g;f
1;1;1;1;1;1;1;1;240;283;353;353;273;276;288;299;<;<;<;<;<;<;<;<;<;>;>;<;<;=;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;yes;sev_a_year;1g;f
0;1;0;0;1;1;1;1;;258;;;463;296;258;269;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;higher;town;yes;sev_a_year;1g;f
1;1;1;0;1;1;1;1;254;256;680;;271;273;256;275;<;<;<;<;<;<;<;<;<;<;<;=;<;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;town;yes;sev_a_year;3g;f
1;1;0;1;1;1;1;1;457;287;;320;226;226;556;296;>;<;>;>;>;<;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;>;=;<;<;<;<;>;professional;town;yes;sev_a_year;5g;f
0;0;0;0;1;1;1;0;;;;;289;208;291;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;higher;town;yes;min_once_a_month;3g;f
0;1;0;0;1;1;1;1;;282;;;390;247;282;294;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;higher;town;yes;sev_a_year;2g;m
0;1;0;0;1;1;1;1;;276;;;379;192;276;285;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;general;town;yes;never;2g;m
1;0;1;0;1;1;1;0;285;;450;;272;203;344;;<;<;<;>;>;<;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;>;<;<;<;<;<;higher;town;yes;min_once_a_month;3g;f
1;1;1;1;1;1;1;1;220;332;232;399;293;211;332;341;<;<;<;<;>;<;<;>;<;>;>;=;<;<;<;>;<;<;>;>;>;>;>;<;<;<;<;<;higher;town;yes;once_a_week;5g;f
1;1;0;0;1;1;1;1;298;301;;;226;246;298;254;<;<;<;>;>;=;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;town;yes;min_once_a_month;8g;m
1;1;0;0;1;1;1;1;302;341;;;215;267;229;259;<;<;<;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;>;>;<;professional;town;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;221;;;345;203;285;223;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;higher;city;yes;sev_a_year;7g;m
0;1;0;0;1;1;1;1;;340;;;387;210;459;358;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;professional;city;yes;sev_a_year;1g;f
1;0;1;0;1;1;1;1;431;;479;;213;215;357;445;<;<;<;>;>;>;<;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;7g;m
0;1;0;0;1;1;1;1;;307;;;150;208;308;351;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;city;yes;min_once_a_month;2g;f
0;1;0;0;1;1;1;1;;274;;;274;277;217;303;>;n;n;>;>;>;>;<;<;=;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;city;yes;never;2g;f
1;1;0;0;1;1;1;1;243;264;;;241;216;312;276;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;yes;sev_a_year;4g;f
0;0;0;0;1;1;0;0;;;;;363;211;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;general;city;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;385;;;250;175;235;414;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;general;city;no;never;1g;m
0;1;0;0;1;1;1;1;;323;;;293;295;322;329;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;city;no;never;4g;m
1;1;0;0;1;1;1;0;349;353;;;219;220;432;;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;professional;city;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;318;;;373;203;318;321;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;general;city;yes;sev_a_year;2g;m
0;1;0;0;1;1;1;1;;221;;;207;219;430;264;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;general;city;yes;never;8g;f
0;1;0;0;1;1;1;1;;312;;;425;316;232;325;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;never;1g;m
1;1;0;1;1;1;1;1;472;261;;368;216;246;261;277;>;<;>;>;>;>;>;<;<;>;>;=;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;town;yes;never;5g;m
1;1;0;1;1;1;1;1;461;382;;461;380;214;272;398;>;<;=;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;higher;town;yes;once_a_week;4g;m
1;1;1;1;1;1;1;1;244;257;402;404;414;305;284;261;<;<;<;<;<;<;<;<;<;<;<;<;<;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;higher;town;yes;sev_a_year;7g;f
1;0;1;0;1;1;1;1;172;;413;;245;225;373;185;<;<;<;<;<;<;<;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;>;general;town;yes;sev_a_year;6g;f
0;1;0;1;1;1;1;1;;210;;315;347;193;215;231;>;n;>;>;>;>;>;<;<;<;>;<;<;>;>;>;>;>;<;>;>;>;>;>;>;<;<;<;professional;town;yes;never;3g;f
0;0;0;0;1;1;1;0;;;;;212;214;391;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;professional;town;no;never;8g;f
0;1;0;0;1;1;1;1;;227;;;291;220;516;238;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;higher;town;yes;never;1g;f
0;1;0;0;1;1;1;1;;363;;;266;267;363;377;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;yes;min_once_a_month;6g;f
0;1;0;0;1;1;1;1;;261;;;549;194;270;279;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;town;no;never;3g;f
0;1;0;0;1;1;1;1;;307;;;287;290;307;315;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;no;never;1g;m
0;1;0;1;1;1;1;1;;215;;329;549;275;252;230;>;n;>;>;>;>;>;<;<;<;<;<;<;>;>;>;>;>;<;>;>;>;>;>;>;>;>;>;higher;town;yes;sev_a_year;3g;f
0;1;0;0;1;1;1;1;;226;;;245;213;226;233;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;town;yes;never;5g;f
0;1;0;0;1;1;1;1;;216;;;215;191;216;245;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;town;no;never;2g;f
0;1;0;0;1;1;1;0;;241;;;347;217;182;;>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;professional;town;yes;never;6g;f
0;1;0;0;1;1;1;1;;255;;;265;267;208;265;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;=;>;>;<;higher;town;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;271;;;295;296;249;276;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;professional;town;yes;never;9g;f
0;1;0;0;1;1;1;1;;216;;;322;228;169;237;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;general;town;yes;sev_a_year;5g;f
1;1;0;0;1;1;1;1;317;337;;;336;260;317;359;<;<;<;<;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;higher;village;yes;never;10g;m
1;1;1;1;1;1;1;1;307;231;471;322;210;224;268;274;>;<;<;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;once_a_week;2g;f
1;1;0;0;1;1;1;1;358;365;;;260;261;219;371;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;no;never;8g;m
0;1;0;1;1;1;1;1;;300;;342;338;199;186;310;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;272;;;398;282;182;281;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;professional;village;yes;never;1g;m
0;1;0;0;1;1;1;1;;231;;;263;203;218;284;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;yes;sev_a_year;4g;f
1;1;1;1;1;1;1;1;414;258;447;284;220;220;343;307;>;<;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;<;=;<;<;<;<;>;professional;village;no;never;6g;f
1;1;1;1;1;1;1;1;455;278;607;340;428;212;226;290;>;<;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;<;>;>;>;>;>;>;<;<;<;higher;city;yes;never;4g;m
0;1;0;0;1;1;1;1;;295;;;303;212;369;331;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;higher;city;no;never;5g;f
0;1;0;0;1;1;1;1;;222;;;186;197;227;241;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;city;yes;sev_a_year;1g;f
1;1;0;1;1;1;1;1;385;318;;374;196;196;328;228;>;<;>;>;>;>;>;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;=;<;<;<;<;>;professional;city;no;never;8g;f
0;1;0;0;1;1;1;1;;248;;;220;207;207;263;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;=;<;<;professional;city;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;273;;;245;246;196;281;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;4g;f
