gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner;marriage;break;divorce;child;sep_from_par;work;education;last_event
m;professional;city;yes;never;11g;0;0;0;0;0;1;0;1;;;;;;220;;215;work
f;higher;city;yes;never;6g;0;1;0;0;1;1;0;1;;231;;;255;206;;263;work
m;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;318;;;;219;313;231;child
m;professional;city;yes;never;11g;0;0;0;0;0;0;1;1;;;;;;;211;210;sep
m;professional;city;yes;never;6g;0;1;0;0;0;1;1;1;;291;;;;217;219;218;child
f;professional;city;yes;sev_a_year;5g;0;0;0;0;0;1;1;1;;;;;;315;196;254;child
m;professional;city;no;never;2g;0;1;0;0;0;1;1;1;;312;;;;210;209;208;child
f;professional;city;yes;never;10g;1;0;0;0;0;0;0;1;250;;;;;;;222;child
f;professional;city;yes;sev_a_year;9g;0;0;0;0;0;1;1;1;;;;;;228;236;235;child
f;professional;city;yes;sev_a_year;10g;0;1;0;0;0;1;1;1;;291;;;;292;268;212;child
f;professional;city;yes;never;6g;0;1;0;1;1;1;1;1;;210;;401;208;210;210;209;partner
m;professional;city;yes;never;10g;1;0;0;0;0;1;1;1;275;;;;;275;240;214;marriage
m;professional;city;yes;never;10g;0;1;0;0;0;1;1;1;;219;;;;219;217;216;child
f;professional;city;yes;sev_a_year;10g;0;1;0;0;0;1;1;1;;266;;;;281;234;233;child
f;professional;city;yes;sev_a_year;7g;0;1;0;0;1;1;1;1;;289;;;304;289;200;403;div
m;professional;city;yes;never;7g;0;1;0;0;1;1;1;1;;237;;;277;237;258;232;div
m;higher;city;yes;never;9g;0;0;0;0;0;1;1;1;;;;;;276;264;263;marriage
f;professional;city;yes;sev_a_year;5g;0;1;0;1;0;1;1;1;;275;;362;;275;215;214;partner
f;professional;city;yes;min_once_a_month;2g;0;1;0;0;1;1;1;1;;297;;;304;185;270;269;div
f;higher;city;yes;sev_a_year;6g;0;0;0;0;0;1;1;1;;;;;;282;261;258;child
f;higher;city;yes;never;10g;0;1;0;0;1;1;0;1;;252;;;258;204;;262;work
m;professional;city;yes;never;7g;0;1;0;1;0;1;1;1;;290;;306;;290;269;242;child
m;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;253;;;;253;255;227;child
f;higher;city;yes;never;3g;1;1;0;1;1;1;1;1;302;227;;297;240;227;283;280;br
m;professional;city;yes;sev_a_year;10g;0;1;0;0;1;0;1;0;;260;;;272;;201;;education
m;professional;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;457;;;;386;268;230;child
f;professional;city;yes;never;6g;0;1;0;0;1;1;1;1;;287;;;275;287;216;215;partner
m;general;city;yes;never;6g;1;0;0;0;0;1;1;1;263;;;;;263;238;238;marriage
f;higher;city;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;263;;;;263;265;264;child
f;higher;city;yes;sev_a_year;10g;0;0;0;0;0;1;0;1;;;;;;191;;263;work
f;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;265;;;;265;212;211;child
f;professional;city;yes;min_once_a_month;5g;0;1;0;0;1;1;0;1;;217;;;224;217;;224;work
m;general;city;yes;never;10g;0;0;0;0;0;0;0;1;;;;;;;;217;work
m;higher;city;yes;never;7g;0;1;0;0;0;1;1;1;;311;;;;311;280;279;div
f;higher;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;269;;;;216;215;348;child
m;general;city;yes;never;7g;1;1;0;0;1;1;1;0;279;289;;;299;195;239;;education
m;professional;city;no;never;7g;0;1;0;0;0;1;1;1;;260;;;;218;224;305;child
m;higher;city;yes;never;10g;0;1;0;0;1;0;1;0;;305;;;316;;204;;education
m;professional;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;268;;;;268;230;227;child
m;general;city;yes;never;2g;0;1;0;1;1;1;1;1;;309;;650;340;309;237;237;partner
m;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;254;;;;254;243;242;child
f;higher;city;yes;sev_a_year;10g;1;0;0;0;1;1;0;1;240;;;;252;240;;248;work
m;professional;city;yes;sev_a_year;8g;1;0;0;0;0;1;1;1;266;;;;;266;180;179;child
f;higher;city;yes;min_once_a_month;5g;0;1;0;0;1;0;1;1;;237;;;253;;305;303;sep
m;higher;city;no;never;3g;1;1;0;0;1;1;1;1;379;391;;;396;223;344;341;br
m;general;city;yes;sev_a_year;10g;0;1;0;0;1;1;1;0;;257;;;264;207;264;;education
m;professional;city;yes;never;10g;0;1;0;0;1;1;1;1;;240;;;250;240;241;215;div
m;higher;city;no;never;11g;0;0;0;0;0;0;0;1;;;;;;;;283;work
f;higher;city;yes;never;10g;1;1;0;1;1;1;1;1;349;251;;321;262;251;231;349;br
m;professional;city;no;never;8g;1;1;1;1;1;1;1;0;261;275;371;469;272;275;232;;education
f;higher;city;no;never;7g;0;0;0;0;0;0;1;1;;;;;;;279;278;sep
f;higher;city;no;never;6g;0;1;0;1;1;1;1;1;;207;;256;219;207;270;283;partner
f;professional;city;no;never;11g;0;1;0;0;1;1;1;1;;269;;;280;269;241;249;div
f;professional;city;yes;min_once_a_month;2g;0;1;0;0;1;0;1;1;;268;;;277;;202;197;sep
f;professional;city;yes;never;8g;0;1;0;0;1;1;1;1;;222;;;241;228;209;201;div
f;professional;city;no;never;7g;0;1;0;0;1;1;1;0;;225;;;251;246;186;;education
f;general;city;yes;once_a_week;2g;0;1;0;0;0;1;1;1;;391;;;;391;171;211;child
f;professional;city;yes;sev_a_year;4g;1;1;0;1;1;1;1;1;710;243;;404;259;243;238;308;br
f;general;city;yes;sev_a_year;1g;0;0;0;0;0;1;1;1;;;;;;257;149;218;child
m;professional;city;yes;never;10g;1;1;0;0;1;0;1;1;264;277;;;294;;271;231;sep
f;general;city;yes;sev_a_year;2g;1;1;0;0;0;1;1;1;280;284;;;;253;253;225;child
m;general;city;no;never;10g;1;1;0;0;1;0;1;1;254;267;;;273;;260;255;sep
m;professional;city;no;never;6g;0;1;0;0;1;1;1;1;;294;;;304;268;245;357;div
m;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;270;;;;270;246;218;child
f;professional;city;yes;min_once_a_month;5g;0;1;0;0;1;1;1;1;;308;;;304;308;259;256;div
m;professional;city;no;never;8g;1;1;0;0;1;1;1;0;236;286;;;306;236;205;;education
m;professional;city;yes;never;6g;0;1;0;0;1;1;0;1;;529;;;299;243;;532;work
m;professional;city;yes;never;7g;0;1;0;0;0;1;1;1;;283;;;;283;258;230;child
m;professional;city;yes;never;7g;1;1;0;0;1;1;1;1;267;286;;;281;214;183;210;br
m;general;city;yes;sev_a_year;8g;0;1;0;1;1;1;1;1;;261;;372;313;300;247;226;partner
f;general;city;yes;sev_a_year;10g;1;1;0;0;0;0;1;1;226;230;;;;;217;216;child
f;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;293;;;;187;226;223;child
f;higher;city;yes;sev_a_year;10g;0;1;0;0;1;1;1;0;;243;;;254;205;231;;education
f;professional;city;yes;sev_a_year;11g;1;1;0;0;0;1;1;1;238;241;;;;241;210;231;child
m;higher;city;yes;sev_a_year;4g;0;0;0;0;1;1;1;1;;;;;305;217;277;274;marriage
f;higher;city;yes;never;5g;0;1;0;0;1;1;1;0;;242;;;256;207;207;;education
m;higher;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;305;;;;193;202;298;child
m;professional;city;yes;sev_a_year;10g;1;1;0;0;0;1;1;1;274;281;;;;274;246;220;child
m;higher;city;yes;never;10g;0;1;0;0;0;1;1;1;;318;;;;284;239;296;child
f;higher;city;yes;sev_a_year;10g;0;1;0;0;0;1;1;1;;261;;;;261;214;271;child
f;higher;city;yes;sev_a_year;11g;0;1;0;0;0;1;1;1;;263;;;;263;235;234;child
f;professional;city;yes;min_once_a_month;5g;0;1;0;0;1;0;1;1;;255;;;279;;224;222;sep
m;professional;city;yes;sev_a_year;10g;1;1;0;0;0;1;1;1;279;280;;;;279;259;231;child
f;professional;city;yes;sev_a_year;10g;1;1;0;0;1;1;1;1;188;193;;;197;193;245;242;br
f;general;city;yes;min_once_a_month;6g;0;1;0;0;0;1;1;1;;243;;;;243;212;210;child
m;general;city;yes;sev_a_week;10g;0;0;0;0;0;1;1;1;;;;;;242;240;206;partner
f;higher;city;yes;sev_a_year;11g;0;0;0;0;0;0;1;0;;;;;;;209;;education
m;general;city;yes;never;4g;0;1;0;0;1;1;1;0;;270;;;292;237;214;;education
f;higher;city;yes;sev_a_year;7g;1;1;1;0;1;1;1;1;283;285;343;;293;280;276;274;div
f;professional;city;yes;never;6g;1;1;0;0;1;1;1;1;242;247;;;292;272;229;292;br
f;professional;city;yes;sev_a_year;7g;0;1;0;0;1;1;1;1;;262;;;279;280;241;241;div
f;general;city;yes;sev_a_year;5g;0;1;0;0;1;0;1;1;;254;;;248;;219;214;sep
f;higher;city;yes;sev_a_year;10g;0;1;0;0;0;1;1;1;;253;;;;253;281;274;child
m;professional;city;no;never;7g;1;0;0;0;1;1;1;1;303;;;;313;266;264;231;marriage
f;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;253;;;;237;214;213;child
f;higher;city;yes;sev_a_year;1g;1;1;0;0;1;1;1;1;342;359;;;362;277;278;275;br
f;higher;city;yes;sev_a_year;9g;0;1;0;0;1;1;0;1;;222;;;235;197;;279;work
f;professional;city;yes;never;11g;1;1;0;0;1;1;1;0;194;198;;;208;183;251;;education
m;professional;city;yes;never;4g;0;1;0;0;1;1;1;0;;266;;;294;214;203;;education
f;higher;city;yes;never;4g;0;1;0;0;1;0;1;1;;282;;;291;;261;259;sep
f;professional;city;yes;sev_a_year;3g;0;1;0;0;1;0;1;1;;267;;;294;;217;216;sep
f;professional;city;yes;sev_a_year;5g;0;1;0;0;1;0;1;1;;255;;;273;;198;197;sep
f;higher;city;yes;never;5g;0;1;0;0;1;1;1;1;;276;;;304;207;280;278;div
m;professional;town;no;never;6g;0;1;0;0;0;1;1;1;;268;;;;240;204;252;child
f;professional;town;no;never;3g;0;0;0;0;0;1;1;1;;;;;;235;221;221;marriage
m;professional;town;no;never;6g;0;0;0;0;0;1;1;1;;;;;;269;196;242;child
m;professional;town;yes;never;4g;1;0;0;0;0;1;1;1;333;;;;;193;200;216;child
m;general;town;yes;never;6g;0;1;0;0;1;1;0;1;;258;;;277;258;;285;work
m;professional;town;no;never;4g;0;1;0;0;1;1;1;1;;279;;;290;279;225;237;partner
m;professional;town;yes;never;6g;1;1;0;1;0;1;1;1;458;395;;434;;208;255;228;child
m;general;town;no;never;6g;0;1;0;0;0;1;1;1;;291;;;;257;243;261;child
m;professional;town;yes;never;7g;0;1;0;0;0;1;1;1;;275;;;;217;234;233;child
m;professional;town;yes;never;1g;0;1;0;0;1;1;1;1;;271;;;285;223;223;213;partner
m;professional;town;yes;sev_a_year;8g;1;0;0;0;0;1;0;1;259;;;;;229;;200;work
m;higher;town;no;never;7g;0;1;0;0;0;1;1;1;;303;;;;303;272;303;child
m;higher;town;yes;never;6g;0;1;0;0;1;0;1;1;;289;;;297;;207;328;sep
m;professional;town;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;276;;;;229;213;213;child
m;higher;town;no;never;5g;0;1;0;0;1;0;1;1;;257;;;267;;206;324;sep
m;professional;city;yes;never;2g;0;1;0;0;0;1;1;1;;292;;;;310;225;225;child
f;professional;city;yes;never;2g;0;1;0;0;0;1;1;1;;292;;;;248;248;248;child
f;professional;city;yes;never;7g;0;1;0;0;0;1;1;1;;246;;;;177;189;186;child
f;general;city;yes;never;3g;1;1;0;0;1;1;1;1;541;263;;;308;242;217;217;br
f;professional;city;no;never;9g;0;1;0;0;0;1;1;1;;242;;;;210;283;281;child
m;general;city;no;never;7g;0;1;0;0;0;1;1;1;;316;;;;315;327;278;child
f;higher;city;yes;never;8g;0;1;0;0;1;0;1;1;;241;;;250;;239;248;sep
f;professional;city;yes;never;2g;0;1;0;0;0;1;1;0;;393;;;;274;202;;education
m;professional;city;no;never;5g;0;1;0;0;0;1;1;1;;264;;;;212;206;231;child
f;professional;city;yes;never;9g;1;1;1;0;1;1;1;1;204;221;219;;224;186;220;219;div
f;general;city;yes;sev_a_year;8g;1;1;1;0;1;1;1;1;213;226;274;;225;198;208;206;div
m;professional;city;yes;sev_a_year;10g;1;1;0;0;1;0;1;1;292;299;;;302;;242;216;sep
m;general;city;no;never;7g;0;1;0;0;0;1;1;1;;244;;;;276;206;230;child
f;general;city;yes;never;1g;1;1;0;0;0;1;1;1;386;755;;;;247;247;154;br
f;general;city;yes;never;1g;0;1;0;0;0;1;1;1;;261;;;;230;230;202;child
f;general;city;yes;never;2g;0;1;0;0;0;1;1;1;;260;;;;259;250;234;child
m;professional;city;yes;never;1g;0;1;0;0;1;1;1;0;;279;;;290;279;193;;education
f;higher;city;no;never;11g;1;1;0;0;1;1;0;1;216;224;;;216;202;;235;work
m;professional;city;no;never;8g;1;0;1;0;1;1;1;1;365;;400;;390;200;224;223;marriage
f;general;city;yes;min_once_a_month;2g;1;1;0;0;1;1;1;1;253;262;;;260;253;206;208;br
f;general;city;yes;never;5g;1;0;0;0;1;1;1;1;317;;;;331;181;218;322;br
m;higher;city;yes;once_a_week;7g;1;1;1;0;1;1;1;0;218;319;234;;230;235;219;;education
m;professional;city;no;sev_a_year;11g;1;0;0;0;0;1;1;1;276;;;;;220;288;280;child
m;professional;city;yes;never;5g;0;1;0;0;1;1;0;1;;218;;;227;205;;238;work
f;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;247;;;;217;258;251;child
m;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;309;;;;253;236;236;child
f;general;city;yes;never;2g;1;1;0;1;1;1;1;1;680;218;;442;275;246;164;200;br
f;general;city;no;never;7g;0;1;0;0;0;1;1;1;;271;;;;276;224;224;child
f;professional;city;no;never;7g;0;0;0;0;0;0;1;1;;;;;;;230;229;sep
m;general;city;yes;never;6g;0;1;0;0;0;1;1;1;;352;;;;269;234;236;child
f;higher;city;yes;sev_a_year;3g;0;1;0;0;1;1;1;1;;376;;;419;186;257;351;div
m;general;city;no;never;5g;1;1;0;0;1;1;1;1;547;256;;;267;194;195;205;br
m;higher;city;no;sev_a_year;9g;0;1;0;0;1;1;1;0;;265;;;277;220;246;;education
m;professional;city;no;never;10g;1;0;1;0;0;1;0;1;239;;244;;;239;;246;work
m;higher;city;yes;min_once_a_month;1g;0;0;0;0;0;1;1;1;;;;;;239;381;379;marriage
f;general;city;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;257;;;;258;188;233;child
f;higher;city;yes;sev_a_year;5g;0;0;0;0;0;0;1;0;;;;;;;226;;education
f;general;city;yes;never;5g;1;1;0;0;1;0;1;1;243;246;;;257;;212;212;sep
m;professional;city;yes;never;2g;1;1;0;0;1;1;1;0;240;258;;;257;236;176;;education
f;general;city;yes;never;2g;1;1;0;0;1;1;1;1;220;231;;;231;220;204;172;br
f;higher;city;yes;sev_a_year;6g;1;1;0;1;0;1;1;1;385;369;;374;;369;273;270;child
f;professional;city;yes;sev_a_year;3g;1;1;0;0;1;1;1;1;411;238;;;253;383;203;299;br
f;professional;city;yes;sev_a_year;2g;0;1;0;0;1;1;1;0;;292;;;299;179;240;;education
f;professional;city;yes;sev_a_year;2g;0;1;0;1;1;1;1;1;;300;;369;264;230;229;229;partner
f;general;city;yes;min_once_a_month;2g;1;1;1;0;1;0;1;1;684;286;787;;296;;201;233;sep
m;higher;city;yes;sev_a_year;11g;0;0;0;0;0;0;0;1;;;;;;;;271;work
m;higher;city;yes;never;11g;1;0;0;0;0;1;1;1;286;;;;;251;259;267;br
f;higher;city;yes;never;9g;1;1;0;0;1;1;0;1;254;257;;;262;269;;275;work
f;higher;city;yes;never;9g;1;0;1;0;1;1;0;1;204;;256;;270;215;;294;work
f;professional;city;yes;sev_a_year;8g;1;1;0;0;0;1;1;1;316;333;;;;316;231;312;child
m;professional;city;yes;sev_a_year;9g;1;1;0;1;0;1;1;1;329;280;;319;;187;202;198;child
f;professional;city;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;216;;;;205;205;203;child
f;professional;city;yes;never;2g;1;1;0;1;0;1;1;1;498;338;;401;;222;233;233;br
f;professional;city;no;never;6g;0;1;0;0;0;1;1;1;;234;;;;209;231;231;child
m;professional;city;yes;never;6g;1;1;1;1;1;1;1;0;250;252;327;327;262;322;198;;education
f;professional;city;yes;once_a_week;2g;0;1;0;0;1;1;1;0;;295;;;304;226;238;;education
f;general;city;no;never;11g;0;0;0;0;1;0;1;1;;;;;241;;236;228;sep
m;professional;city;yes;never;3g;1;0;0;0;1;1;1;1;332;;;;341;193;168;215;marriage
f;professional;city;yes;never;5g;1;1;0;0;1;1;1;1;287;321;;;256;393;189;355;br
f;professional;city;yes;never;7g;1;0;0;0;0;1;1;1;444;;;;;430;215;214;br
f;professional;city;yes;never;1g;0;1;0;0;1;1;1;1;;233;;;254;197;232;230;div
f;professional;city;no;never;6g;0;1;0;0;0;1;1;1;;256;;;;256;232;243;child
m;higher;city;no;never;7g;1;1;0;0;0;1;1;1;465;508;;;;238;266;330;child
f;general;city;yes;never;3g;1;1;0;0;1;1;1;1;268;271;;;292;244;189;166;br
m;professional;city;yes;never;6g;1;0;0;0;0;1;1;1;434;;;;;314;206;205;marriage
f;general;city;yes;sev_a_year;11g;0;1;0;0;0;1;1;1;;259;;;;211;249;244;child
f;higher;city;yes;sev_a_year;6g;0;1;0;0;1;1;1;0;;245;;;256;245;206;;education
m;professional;city;no;never;2g;0;1;0;1;1;1;1;1;;330;;458;342;220;195;354;partner
m;general;city;yes;never;6g;0;1;0;0;0;1;1;1;;343;;;;227;253;210;child
f;general;city;yes;sev_a_year;6g;1;0;0;0;1;1;1;1;375;;;;352;375;222;220;br
f;higher;city;no;never;11g;1;1;1;0;1;0;1;1;249;260;254;;278;;219;279;div
f;professional;city;yes;sev_a_year;5g;1;0;0;0;1;1;1;1;277;;;;317;208;241;239;marriage
f;professional;city;no;never;10g;1;1;0;0;1;1;0;1;214;255;;;253;278;;252;work
f;professional;city;yes;never;10g;1;1;1;0;1;0;1;1;206;316;247;;228;;213;220;sep
m;professional;city;yes;never;8g;1;1;0;1;0;1;1;1;270;224;;264;;224;217;216;child
m;professional;city;yes;never;7g;0;1;0;0;0;1;1;1;;269;;;;271;244;218;child
m;higher;city;yes;sev_a_year;8g;0;1;0;0;1;1;1;0;;294;;;300;214;204;;education
f;professional;city;no;never;5g;0;1;0;0;1;1;1;1;;353;;;363;353;207;251;div
f;higher;city;yes;never;10g;0;1;0;1;1;1;1;0;;243;;353;257;211;316;;education
m;higher;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;318;;;;212;325;324;child
f;professional;city;yes;sev_a_year;9g;1;1;0;1;1;1;1;1;417;242;;410;270;191;221;220;br
f;higher;city;yes;never;8g;0;0;0;0;0;1;1;1;;;;;;212;272;270;child
f;professional;city;no;never;11g;0;0;0;0;0;0;1;1;;;;;;;233;218;sep
f;higher;city;no;never;7g;0;1;0;1;1;1;1;0;;235;;300;248;177;236;;education
f;higher;city;no;never;2g;0;1;0;0;0;1;1;1;;312;;;;275;276;273;child
m;higher;city;yes;sev_a_year;10g;0;1;0;0;1;0;1;1;;297;;;315;;275;270;sep
f;professional;city;yes;never;6g;1;1;0;0;1;1;1;1;327;262;;;276;187;209;208;div
m;higher;city;yes;sev_a_year;8g;0;1;0;0;1;1;1;0;;278;;;310;206;296;;education
f;higher;city;yes;sev_a_year;8g;0;1;0;0;1;1;1;1;;294;;;304;216;276;273;div
f;higher;city;yes;never;10g;0;1;0;0;1;1;1;0;;245;;;292;245;213;;education
f;general;city;no;never;7g;0;1;0;0;0;1;1;1;;263;;;;263;236;236;child
f;professional;city;yes;sev_a_year;8g;1;1;0;0;1;1;1;1;291;253;;;277;218;216;228;div
m;higher;city;yes;sev_a_year;9g;1;1;0;0;1;1;1;0;240;250;;;273;250;213;;education
f;professional;city;yes;never;7g;0;1;0;0;0;1;1;1;;269;;;;212;219;221;child
m;professional;city;yes;never;9g;0;1;0;0;0;1;1;1;;253;;;;253;191;224;child
f;general;city;no;never;9g;1;1;0;0;1;1;1;1;212;249;;;229;225;219;216;br
f;general;city;yes;never;2g;1;1;0;0;1;1;1;1;257;260;;;265;253;185;341;br
f;professional;city;yes;sev_a_year;9g;0;1;0;1;1;1;0;1;;226;;279;247;226;;316;work
m;professional;city;no;never;8g;1;1;0;0;1;1;1;0;274;278;;;326;213;217;;education
m;professional;city;yes;never;7g;1;1;0;0;0;1;1;1;257;258;;;;183;209;207;child
m;higher;city;no;never;10g;0;1;0;0;1;1;1;1;;267;;;282;216;275;274;div
f;professional;city;yes;never;5g;1;1;1;0;1;1;1;1;205;206;546;;298;193;184;408;div
m;general;city;yes;sev_a_year;7g;1;1;1;0;0;1;1;1;282;433;411;;;206;212;211;child
f;higher;city;yes;sev_a_year;6g;0;1;0;0;1;1;1;0;;270;;;353;254;255;;education
m;professional;city;yes;never;7g;0;0;0;0;0;1;1;1;;;;;;236;262;309;partner
f;professional;city;yes;never;8g;1;0;0;0;0;1;1;1;259;;;;;214;236;236;marriage
f;professional;city;yes;sev_a_year;6g;0;1;0;0;1;1;1;0;;207;;;214;207;202;;education
m;general;city;yes;sev_a_year;8g;1;1;0;0;1;1;1;0;268;273;;;298;289;206;;education
f;higher;city;yes;sev_a_year;7g;1;1;0;0;0;1;1;1;363;375;;;;215;202;295;child
f;higher;city;yes;never;11g;0;0;0;0;1;0;1;1;;;;;311;;248;293;sep
f;higher;city;yes;never;6g;0;1;0;0;1;1;1;0;;281;;;297;188;246;;education
m;professional;city;no;never;4g;1;1;1;0;1;1;1;1;318;321;585;;319;242;218;241;div
f;higher;city;yes;never;6g;0;0;0;0;0;1;1;1;;;;;;187;231;341;child
f;professional;city;yes;never;7g;1;1;0;0;0;1;1;1;300;306;;;;210;243;241;child
m;professional;city;no;never;7g;0;1;0;0;0;1;1;1;;314;;;;247;192;252;child
f;professional;city;yes;sev_a_year;9g;1;0;1;0;0;1;1;1;230;;272;;;212;239;269;child
f;professional;city;no;never;7g;1;1;0;0;1;1;1;1;228;253;;;251;212;222;222;br
m;professional;city;yes;never;6g;1;1;0;0;1;1;1;1;249;269;;;268;218;283;495;br
f;higher;city;yes;sev_a_year;9g;0;1;0;0;1;1;1;0;;273;;;325;273;222;;education
m;higher;city;yes;never;7g;1;0;0;0;0;1;1;1;323;;;;;222;257;279;child
f;professional;city;yes;sev_a_year;7g;1;0;0;0;1;1;1;1;261;;;;266;251;218;204;marriage
m;professional;city;yes;sev_a_year;9g;1;0;0;0;0;1;1;1;344;;;;;342;204;249;child
f;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;218;;;;218;184;216;child
f;professional;city;yes;sev_a_year;9g;1;1;1;1;1;1;1;0;213;228;319;323;231;228;225;;education
f;general;city;yes;never;7g;0;0;0;0;0;1;1;1;;;;;;243;194;182;child
f;general;city;yes;sev_a_year;11g;1;1;1;1;1;0;1;1;241;244;274;274;254;;216;205;sep
m;higher;city;yes;sev_a_year;7g;1;0;0;0;1;1;1;1;378;;;;287;272;214;319;marriage
m;professional;city;yes;sev_a_year;5g;1;1;0;0;1;1;1;0;245;253;;;265;201;189;;education
m;higher;city;yes;sev_a_year;10g;1;1;0;0;1;0;1;0;309;341;;;372;;215;;education
f;higher;city;yes;never;8g;1;1;0;0;1;1;1;0;233;257;;;262;204;204;;education
f;general;village;yes;sev_a_year;5g;0;1;0;0;1;1;1;0;;218;;;232;208;215;;education
m;professional;village;no;never;4g;1;1;1;0;1;1;1;1;387;294;401;;295;298;298;297;div
m;professional;village;yes;never;7g;1;1;0;0;1;1;1;1;310;354;;;322;260;210;246;br
f;general;village;yes;min_once_a_month;2g;1;1;0;0;1;1;1;1;237;308;;;248;175;203;210;br
f;professional;village;no;never;8g;0;1;0;0;1;1;1;0;;238;;;224;238;242;;education
f;general;village;yes;never;1g;0;0;0;0;1;0;1;1;;;;;308;;238;236;sep
m;general;village;yes;never;8g;0;0;0;0;0;0;1;1;;;;;;;215;192;sep
f;general;village;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;292;;;;292;249;195;child
f;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;240;;;;240;223;234;child
f;professional;city;yes;never;6g;0;1;0;0;0;1;1;1;;416;;;;219;223;411;child
m;general;city;yes;min_once_a_month;1g;0;1;0;0;0;1;1;1;;299;;;;296;176;236;child
f;professional;city;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;260;;;;223;257;255;child
f;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;265;;;;265;236;236;child
m;higher;city;yes;sev_a_year;8g;0;1;0;0;1;1;1;0;;249;;;270;249;261;;education
m;professional;city;yes;never;4g;0;1;0;0;1;1;1;1;;285;;;298;292;192;236;div
f;professional;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;331;;;;178;238;235;child
f;general;city;yes;never;5g;0;1;0;0;0;1;1;1;;287;;;;287;191;224;child
m;general;city;no;never;7g;0;1;0;0;1;0;1;1;;299;;;316;;213;211;sep
f;higher;city;yes;sev_a_year;8g;1;1;1;1;1;1;1;0;292;253;351;279;324;401;184;;education
m;professional;city;yes;never;3g;1;0;0;0;1;1;1;1;296;;;;266;239;227;227;marriage
f;higher;city;yes;never;7g;0;1;0;1;1;1;1;0;;331;;393;347;368;271;;education
f;higher;city;yes;sev_a_year;6g;1;1;0;0;1;1;1;1;366;236;;;265;218;213;266;div
m;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;254;;;;246;215;200;child
f;professional;city;yes;never;10g;0;1;0;0;1;1;1;1;;261;;;267;299;231;232;div
m;higher;city;yes;never;11g;0;0;0;0;0;0;1;0;;;;;;;254;;education
m;professional;city;yes;never;3g;1;0;0;0;1;1;1;1;290;;;;300;244;193;238;marriage
f;professional;city;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;295;;;;248;219;285;child
m;professional;city;yes;never;2g;0;1;0;0;0;1;1;0;;351;;;;263;192;;education
f;higher;city;yes;never;8g;1;0;0;0;1;1;1;1;260;;;;321;263;234;304;br
f;professional;city;yes;never;7g;0;1;0;0;0;1;1;1;;245;;;;245;219;218;child
f;professional;city;yes;never;5g;1;1;0;0;1;1;1;1;528;251;;;261;223;252;237;br
m;professional;city;yes;never;4g;0;1;0;1;1;0;1;1;;265;;288;276;;256;226;sep
f;general;city;yes;never;2g;0;1;0;0;0;1;1;1;;276;;;;240;201;202;child
f;professional;city;yes;sev_a_year;6g;0;1;0;0;1;1;1;1;;219;;;221;213;203;203;partner
m;professional;city;yes;sev_a_year;7g;1;1;0;0;1;1;1;0;251;264;;;294;220;253;;education
f;professional;city;yes;min_once_a_month;3g;0;1;0;0;0;1;1;1;;289;;;;289;225;296;child
m;higher;city;yes;never;9g;1;1;0;0;1;1;1;1;244;250;;;263;250;255;271;div
f;professional;city;yes;never;4g;1;1;0;0;0;1;1;1;258;259;;;;188;200;258;child
f;higher;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;309;;;;278;227;297;child
m;general;city;yes;never;6g;0;1;0;0;1;1;1;1;;310;;;320;332;213;249;div
f;higher;city;yes;sev_a_year;4g;0;0;0;0;0;1;0;1;;;;;;214;;283;work
m;higher;city;yes;sev_a_year;5g;0;1;0;1;1;1;1;1;;273;;518;282;226;207;267;partner
f;professional;city;yes;never;7g;0;1;0;0;1;0;1;1;;255;;;262;;216;215;sep
f;higher;city;yes;min_once_a_month;11g;1;0;0;0;0;1;1;1;292;;;;;281;269;267;child
f;professional;city;yes;never;3g;0;1;0;0;1;1;0;0;;272;;;294;210;;;education
